% This dataset is taken from the Penn Machine Learning Benchmark.
% This ARFF is automatically generated.
% The data types of attributes are inferred from the data.
% In particular this means there is some uncertainty as to whether an attribute truly is categorical, numerical or ordinal.
@RELATION car-evaluation

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE class {0, 1, 2, 3}
@ATTRIBUTE buying_price_vhigh {0, 1}
@ATTRIBUTE buying_price_high {0, 1}
@ATTRIBUTE buying_price_med {0, 1}
@ATTRIBUTE buying_price_low {0, 1}
@ATTRIBUTE maintenance_price_vhigh {0, 1}
@ATTRIBUTE maintenance_price_high {0, 1}
@ATTRIBUTE maintenance_price_med {0, 1}
@ATTRIBUTE maintenance_price_low {0, 1}
@ATTRIBUTE doors_2 {0, 1}
@ATTRIBUTE doors_3 {0, 1}
@ATTRIBUTE doors_4 {0, 1}
@ATTRIBUTE doors_5more {0, 1}
@ATTRIBUTE persons_2 {0, 1}
@ATTRIBUTE persons_4 {0, 1}
@ATTRIBUTE persons_more {0, 1}
@ATTRIBUTE luggage_boot_size_small {0, 1}
@ATTRIBUTE luggage_boot_size_med {0, 1}
@ATTRIBUTE luggage_boot_size_big {0, 1}
@ATTRIBUTE safety_low {0, 1}
@ATTRIBUTE safety_med {0, 1}
@ATTRIBUTE safety_high {0, 1}

@DATA
89,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
90,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
92,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
93,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
94,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
96,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
97,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
99,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
101,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
102,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
104,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
105,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
106,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
107,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
108,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
109,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
110,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
111,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
113,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
114,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
115,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
116,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
117,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
118,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
119,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
120,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
123,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
124,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
125,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
126,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
127,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
128,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
129,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
131,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
132,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
133,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
135,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
136,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
137,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
138,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
139,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
140,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
141,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
142,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
144,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
145,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
147,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
148,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
149,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
153,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
154,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
155,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
156,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
157,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
158,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
159,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
162,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
163,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
164,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
165,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
167,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
168,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
169,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
170,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
171,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
172,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
173,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
174,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
175,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
176,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
177,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
178,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
179,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
180,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
181,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
182,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
183,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
184,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
185,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
188,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
190,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
191,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
192,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
193,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
194,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
195,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
196,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
198,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
199,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
203,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
204,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
208,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
209,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
210,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
211,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
212,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
213,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
214,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
215,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
217,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
218,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
220,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
221,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
222,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
223,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
224,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
226,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
227,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
228,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
231,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
232,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
233,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
234,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
235,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
236,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
237,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
238,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
239,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
240,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
242,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
243,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
244,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
245,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
247,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
248,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
249,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
250,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
251,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
254,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
255,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
256,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
257,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
258,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
259,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
260,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
261,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
263,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
264,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
265,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
266,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
267,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
268,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
270,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
271,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
272,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
273,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
274,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
275,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
277,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
278,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
280,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
281,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
282,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
284,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
285,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
286,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
287,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
289,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
290,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
291,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
292,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
294,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
296,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
297,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
298,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
299,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
300,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
301,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
302,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
303,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
304,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
305,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
306,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
307,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
308,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
309,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
310,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
311,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
312,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
313,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
314,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
316,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
318,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
319,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
320,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
321,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
322,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
323,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
324,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
325,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
326,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
327,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
328,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
329,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
331,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
332,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
333,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
334,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
335,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
