Dataset,Classifier,Outlier detection,Removed,Configuration,Accuracy
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,2.0,83b34018ff7fa95509525b7df93f171d,0.6547746612039079
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,2.0,902edc9b3c70c7b99f81e9fed1975174,0.6547746612039079
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,2.0,d142b0a3a82b9f65d7ea56b1e87b892a,0.6526946107784432
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,2.0,e05e4147e7f0bc1f4e3d9f86328d1ff0,0.6547746612039079
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,3.0,10917d9bde417b33dd23285e183bd1ea,0.6507151247743747
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,3.0,1449b6da0cb130c5f4814680be9dbef5,0.6507151247743747
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,3.0,32d42fe808c006ec7cc69e78c3922148,0.6507151247743747
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,3.0,83b34018ff7fa95509525b7df93f171d,0.6507151247743747
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,3.0,902edc9b3c70c7b99f81e9fed1975174,0.6507151247743747
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,3.0,d142b0a3a82b9f65d7ea56b1e87b892a,0.6630738522954092
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,3.0,e05e4147e7f0bc1f4e3d9f86328d1ff0,0.6507151247743747
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,4.0,10917d9bde417b33dd23285e183bd1ea,0.6571701572930694
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,4.0,1449b6da0cb130c5f4814680be9dbef5,0.6571701572930694
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,4.0,32d42fe808c006ec7cc69e78c3922148,0.6571701572930694
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,4.0,83b34018ff7fa95509525b7df93f171d,0.6571701572930694
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,4.0,902edc9b3c70c7b99f81e9fed1975174,0.6571701572930694
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,4.0,d142b0a3a82b9f65d7ea56b1e87b892a,0.6570858283433133
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,4.0,e05e4147e7f0bc1f4e3d9f86328d1ff0,0.6571701572930694
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,5.0,10917d9bde417b33dd23285e183bd1ea,0.6535816405466578
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,5.0,1449b6da0cb130c5f4814680be9dbef5,0.6535816405466578
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,5.0,32d42fe808c006ec7cc69e78c3922148,0.6535816405466578
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,5.0,83b34018ff7fa95509525b7df93f171d,0.6535816405466578
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,5.0,902edc9b3c70c7b99f81e9fed1975174,0.6535816405466578
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,5.0,d142b0a3a82b9f65d7ea56b1e87b892a,0.6570858283433133
abalone,weka.classifiers.functions.MultilayerPerceptron,COR,5.0,e05e4147e7f0bc1f4e3d9f86328d1ff0,0.6535816405466578
abalone,weka.classifiers.functions.SMO,,0.0,6e23ad615dbd9443d38cf872027fb6bb,0.624852304959459
abalone,weka.classifiers.functions.SMO,COR,1.0,03e092ffb9638bfee180099ac44afcd4,0.624852018451136
abalone,weka.classifiers.functions.SMO,COR,1.0,07912a1b64697560fb5128a073a153b0,0.6271457085828342
abalone,weka.classifiers.functions.SMO,COR,1.0,15ecd4914f65412ee477d2fb5a043d7e,0.624852018451136
abalone,weka.classifiers.functions.SMO,COR,1.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.624852018451136
abalone,weka.classifiers.functions.SMO,COR,1.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.624852018451136
abalone,weka.classifiers.functions.SMO,COR,1.0,b7d55541d745ab0e39ff30816c4c7345,0.624852018451136
abalone,weka.classifiers.functions.SMO,COR,1.0,c732c428da06fb11341179512dbdb5db,0.624852018451136
abalone,weka.classifiers.functions.SMO,COR,2.0,03e092ffb9638bfee180099ac44afcd4,0.6260513422914936
abalone,weka.classifiers.functions.SMO,COR,2.0,07912a1b64697560fb5128a073a153b0,0.6315369261477046
abalone,weka.classifiers.functions.SMO,COR,2.0,15ecd4914f65412ee477d2fb5a043d7e,0.6260513422914936
abalone,weka.classifiers.functions.SMO,COR,2.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.6260513422914936
abalone,weka.classifiers.functions.SMO,COR,2.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.6260513422914936
abalone,weka.classifiers.functions.SMO,COR,2.0,b7d55541d745ab0e39ff30816c4c7345,0.6260513422914936
abalone,weka.classifiers.functions.SMO,COR,2.0,c732c428da06fb11341179512dbdb5db,0.6260513422914936
abalone,weka.classifiers.functions.SMO,COR,3.0,03e092ffb9638bfee180099ac44afcd4,0.6270077070738905
abalone,weka.classifiers.functions.SMO,COR,3.0,07912a1b64697560fb5128a073a153b0,0.6307385229540918
abalone,weka.classifiers.functions.SMO,COR,3.0,15ecd4914f65412ee477d2fb5a043d7e,0.6270077070738905
abalone,weka.classifiers.functions.SMO,COR,3.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.6270077070738905
abalone,weka.classifiers.functions.SMO,COR,3.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.6270077070738905
abalone,weka.classifiers.functions.SMO,COR,3.0,b7d55541d745ab0e39ff30816c4c7345,0.6270077070738905
abalone,weka.classifiers.functions.SMO,COR,3.0,c732c428da06fb11341179512dbdb5db,0.6270077070738905
abalone,weka.classifiers.functions.SMO,COR,4.0,03e092ffb9638bfee180099ac44afcd4,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,4.0,07912a1b64697560fb5128a073a153b0,0.631936127744511
abalone,weka.classifiers.functions.SMO,COR,4.0,15ecd4914f65412ee477d2fb5a043d7e,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,4.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,4.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,4.0,b7d55541d745ab0e39ff30816c4c7345,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,4.0,c732c428da06fb11341179512dbdb5db,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,5.0,03e092ffb9638bfee180099ac44afcd4,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,5.0,07912a1b64697560fb5128a073a153b0,0.631936127744511
abalone,weka.classifiers.functions.SMO,COR,5.0,15ecd4914f65412ee477d2fb5a043d7e,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,5.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,5.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,5.0,b7d55541d745ab0e39ff30816c4c7345,0.6284439732974243
abalone,weka.classifiers.functions.SMO,COR,5.0,c732c428da06fb11341179512dbdb5db,0.6284439732974243
abalone,weka.classifiers.functions.SimpleLogistic,,0.0,454975ca5f2b2a7ce6af3b6f94a776a2,0.6480772426438988
abalone,weka.classifiers.functions.SimpleLogistic,COR,1.0,23b06bf7444e90797dbfb38e5cd505d8,0.6522954091816368
abalone,weka.classifiers.functions.SimpleLogistic,COR,1.0,4d7cb536c4fc038012dd1e4179658de5,0.646401168953958
abalone,weka.classifiers.functions.SimpleLogistic,COR,1.0,5396daa622b0ee0bbcf7ef36f8f78271,0.646401168953958
abalone,weka.classifiers.functions.SimpleLogistic,COR,1.0,5e2af2724650b3bdb3788abc08d95e22,0.646401168953958
abalone,weka.classifiers.functions.SimpleLogistic,COR,1.0,a78bddd552e684af14a7661c5bf1ea21,0.646401168953958
abalone,weka.classifiers.functions.SimpleLogistic,COR,1.0,c50217586a7e2b2469ece053fcc72a92,0.646401168953958
abalone,weka.classifiers.functions.SimpleLogistic,COR,1.0,ee8042dbc4e66983cb9807cf56b5b01b,0.646401168953958
abalone,weka.classifiers.functions.SimpleLogistic,COR,2.0,23b06bf7444e90797dbfb38e5cd505d8,0.6538922155688623
abalone,weka.classifiers.functions.SimpleLogistic,COR,2.0,4d7cb536c4fc038012dd1e4179658de5,0.6483161905853365
abalone,weka.classifiers.functions.SimpleLogistic,COR,2.0,5396daa622b0ee0bbcf7ef36f8f78271,0.6483161905853365
abalone,weka.classifiers.functions.SimpleLogistic,COR,2.0,5e2af2724650b3bdb3788abc08d95e22,0.6483161905853365
abalone,weka.classifiers.functions.SimpleLogistic,COR,2.0,a78bddd552e684af14a7661c5bf1ea21,0.6483161905853365
abalone,weka.classifiers.functions.SimpleLogistic,COR,2.0,c50217586a7e2b2469ece053fcc72a92,0.6483161905853365
abalone,weka.classifiers.functions.SimpleLogistic,COR,2.0,ee8042dbc4e66983cb9807cf56b5b01b,0.6483161905853365
abalone,weka.classifiers.functions.SimpleLogistic,COR,3.0,23b06bf7444e90797dbfb38e5cd505d8,0.6491017964071856
abalone,weka.classifiers.functions.SimpleLogistic,COR,3.0,4d7cb536c4fc038012dd1e4179658de5,0.6437672979400052
abalone,weka.classifiers.functions.SimpleLogistic,COR,3.0,5396daa622b0ee0bbcf7ef36f8f78271,0.6437672979400052
abalone,weka.classifiers.functions.SimpleLogistic,COR,3.0,5e2af2724650b3bdb3788abc08d95e22,0.6437672979400052
abalone,weka.classifiers.functions.SimpleLogistic,COR,3.0,a78bddd552e684af14a7661c5bf1ea21,0.6437672979400052
abalone,weka.classifiers.functions.SimpleLogistic,COR,3.0,c50217586a7e2b2469ece053fcc72a92,0.6437672979400052
abalone,weka.classifiers.functions.SimpleLogistic,COR,3.0,ee8042dbc4e66983cb9807cf56b5b01b,0.6437672979400052
abalone,weka.classifiers.functions.SimpleLogistic,COR,4.0,23b06bf7444e90797dbfb38e5cd505d8,0.6518962075848304
abalone,weka.classifiers.functions.SimpleLogistic,COR,4.0,4d7cb536c4fc038012dd1e4179658de5,0.6459224135461135
abalone,weka.classifiers.functions.SimpleLogistic,COR,4.0,5396daa622b0ee0bbcf7ef36f8f78271,0.6459224135461135
abalone,weka.classifiers.functions.SimpleLogistic,COR,4.0,5e2af2724650b3bdb3788abc08d95e22,0.6459224135461135
abalone,weka.classifiers.functions.SimpleLogistic,COR,4.0,a78bddd552e684af14a7661c5bf1ea21,0.6459224135461135
abalone,weka.classifiers.functions.SimpleLogistic,COR,4.0,c50217586a7e2b2469ece053fcc72a92,0.6459224135461135
abalone,weka.classifiers.functions.SimpleLogistic,COR,4.0,ee8042dbc4e66983cb9807cf56b5b01b,0.6459224135461135
abalone,weka.classifiers.functions.SimpleLogistic,COR,5.0,23b06bf7444e90797dbfb38e5cd505d8,0.6518962075848304
abalone,weka.classifiers.functions.SimpleLogistic,COR,5.0,4d7cb536c4fc038012dd1e4179658de5,0.6456831790963526
abalone,weka.classifiers.functions.SimpleLogistic,COR,5.0,5396daa622b0ee0bbcf7ef36f8f78271,0.6456831790963526
abalone,weka.classifiers.functions.SimpleLogistic,COR,5.0,5e2af2724650b3bdb3788abc08d95e22,0.6456831790963526
abalone,weka.classifiers.functions.SimpleLogistic,COR,5.0,a78bddd552e684af14a7661c5bf1ea21,0.6456831790963526
abalone,weka.classifiers.functions.SimpleLogistic,COR,5.0,c50217586a7e2b2469ece053fcc72a92,0.6456831790963526
abalone,weka.classifiers.functions.SimpleLogistic,COR,5.0,ee8042dbc4e66983cb9807cf56b5b01b,0.6456831790963526
abalone,weka.classifiers.lazy.IBk,,0.0,995c48e1e52dc179505b3bcc746ff5ae,0.6203034123141278
abalone,weka.classifiers.lazy.IBk,COR,1.0,0a4d0d9e9f004b4db2401602a0972c58,0.6210216886800561
abalone,weka.classifiers.lazy.IBk,COR,1.0,20cad55a54fd9a7cee2903310ca057f1,0.6210216886800561
abalone,weka.classifiers.lazy.IBk,COR,1.0,2d3de466a5bf1d49f606623180b6f95a,0.6210216886800561
abalone,weka.classifiers.lazy.IBk,COR,1.0,5c5c9708e54dfc9995ad4ab4f3e713bd,0.6210216886800561
abalone,weka.classifiers.lazy.IBk,COR,1.0,5e5802785b6d1776536fc439f552254d,0.6235528942115768
abalone,weka.classifiers.lazy.IBk,COR,1.0,833cdc64c9ec951bd0ed84d7241adc8e,0.6210216886800561
abalone,weka.classifiers.lazy.IBk,COR,1.0,da6f0739b3dcbdb98aab89055c050daa,0.6210216886800561
abalone,weka.classifiers.lazy.IBk,COR,2.0,0a4d0d9e9f004b4db2401602a0972c58,0.6226974758616738
abalone,weka.classifiers.lazy.IBk,COR,2.0,20cad55a54fd9a7cee2903310ca057f1,0.6226974758616738
abalone,weka.classifiers.lazy.IBk,COR,2.0,2d3de466a5bf1d49f606623180b6f95a,0.6226974758616738
abalone,weka.classifiers.lazy.IBk,COR,2.0,5c5c9708e54dfc9995ad4ab4f3e713bd,0.6226974758616738
abalone,weka.classifiers.lazy.IBk,COR,2.0,5e5802785b6d1776536fc439f552254d,0.6251497005988024
abalone,weka.classifiers.lazy.IBk,COR,2.0,833cdc64c9ec951bd0ed84d7241adc8e,0.6226974758616738
abalone,weka.classifiers.lazy.IBk,COR,2.0,da6f0739b3dcbdb98aab89055c050daa,0.6226974758616738
