@RELATION badges2

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE length NUMERIC
@ATTRIBUTE even_odd {0, 1}
@ATTRIBUTE first_char_vowel {0, 1}
@ATTRIBUTE second_char_vowel {0, 1}
@ATTRIBUTE vowels NUMERIC
@ATTRIBUTE consonants NUMERIC
@ATTRIBUTE vowel_consonant_ratio NUMERIC
@ATTRIBUTE spaces NUMERIC
@ATTRIBUTE dots NUMERIC
@ATTRIBUTE words NUMERIC
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE class {-, +}

@DATA
33.0,14.0,1,0,0,3.0,10.0,0.3,1.0,0.0,2.0,0.5757575757575757,-
34.0,12.0,1,0,0,3.0,8.0,0.38,1.0,0.0,2.0,0.6536901865369018,-
35.0,13.0,0,0,0,6.0,6.0,1.0,1.0,0.0,2.0,0.6666666666666667,-
36.0,19.0,0,0,0,6.0,11.0,0.55,2.0,0.0,3.0,0.5391214824982842,-
37.0,13.0,0,0,0,5.0,7.0,0.71,1.0,0.0,2.0,0.5425790754257908,-
40.0,20.0,1,0,0,6.0,13.0,0.46,1.0,0.0,2.0,0.6950354609929077,-
41.0,17.0,0,0,0,7.0,9.0,0.78,1.0,0.0,2.0,0.4030769230769231,-
42.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.3666666666666667,+
43.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.2445054945054945,+
44.0,8.0,1,0,1,2.0,5.0,0.4,1.0,0.0,2.0,0.3958736299161831,+
45.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.21428571428571427,+
46.0,8.0,1,0,1,3.0,4.0,0.75,1.0,0.0,2.0,0.3958736299161831,+
47.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.26404561824729894,+
48.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.3058823529411765,+
49.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.3107344632768362,+
50.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.2875,+
51.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.32183908045977005,+
52.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.3581830790568654,+
53.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.2445054945054945,+
54.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.4507692307692308,+
55.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.235042735042735,+
57.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.3058823529411765,+
59.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.27254901960784317,+
60.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.21428571428571427,+
61.0,12.0,1,0,1,4.0,5.0,0.8,2.0,1.0,3.0,0.325,+
62.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.2801724137931034,+
63.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.30223106191629195,+
64.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.30952380952380953,+
65.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.33974358974358976,+
66.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.5187695516162669,-
70.0,12.0,1,1,0,4.0,7.0,0.57,1.0,0.0,2.0,0.5187695516162669,-
71.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.746606334841629,-
72.0,13.0,0,1,0,5.0,7.0,0.71,1.0,0.0,2.0,0.5425790754257908,-
75.0,16.0,1,1,0,6.0,9.0,0.67,1.0,0.0,2.0,0.4030769230769231,-
76.0,16.0,1,0,1,7.0,8.0,0.88,1.0,0.0,2.0,0.27254901960784317,+
77.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.39285714285714285,+
80.0,14.0,1,0,1,3.0,8.0,0.38,2.0,1.0,3.0,0.32183908045977005,+
81.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.3581830790568654,+
82.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.26404561824729894,+
83.0,17.0,0,0,1,6.0,8.0,0.75,2.0,1.0,3.0,0.30223106191629195,+
84.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.3179095228258624,+
85.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.2801724137931034,+
86.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.30223106191629195,+
88.0,19.0,0,0,0,8.0,10.0,0.8,1.0,0.0,2.0,0.5617021276595744,-
89.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.3581830790568654,+
90.0,21.0,0,0,1,10.0,10.0,1.0,1.0,0.0,2.0,0.6583747927031509,+
91.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.26404561824729894,+
92.0,10.0,1,0,1,2.0,7.0,0.29,1.0,0.0,2.0,0.3581830790568654,+
94.0,14.0,1,0,1,6.0,7.0,0.86,1.0,0.0,2.0,0.2,+
95.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.3179095228258624,+
96.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.3179095228258624,+
97.0,20.0,1,1,0,8.0,11.0,0.73,1.0,0.0,2.0,0.6000000000000001,-
99.0,13.0,0,0,0,3.0,6.0,0.5,2.0,2.0,3.0,0.672514619883041,-
100.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.32183908045977005,+
101.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.3179095228258624,+
103.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.3179095228258624,+
104.0,21.0,0,0,1,9.0,10.0,0.9,2.0,0.0,3.0,0.6583747927031509,+
106.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.6985294117647058,+
107.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.235042735042735,+
108.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.4230769230769231,+
109.0,9.0,0,0,1,2.0,6.0,0.33,1.0,0.0,2.0,0.4296116504854369,+
110.0,10.0,1,0,1,5.0,4.0,1.25,1.0,0.0,2.0,0.21428571428571427,+
111.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.47307692307692306,+
114.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.3958736299161831,+
116.0,13.0,0,0,1,3.0,7.0,0.43,2.0,1.0,3.0,0.4107142857142857,+
117.0,12.0,1,0,1,3.0,6.0,0.5,2.0,1.0,3.0,0.3666666666666667,+
120.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.27254901960784317,+
121.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5064102564102564,+
122.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.34615384615384615,+
123.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.33333333333333337,+
124.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.3666666666666667,+
125.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5302197802197802,+
126.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.3248299319727891,+
127.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5480769230769231,+
128.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.26404561824729894,+
129.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.4473409801876955,-
130.0,12.0,1,0,1,4.0,5.0,0.8,2.0,1.0,3.0,0.325,+
131.0,8.0,1,0,1,2.0,5.0,0.4,1.0,0.0,2.0,0.3958736299161831,+
132.0,17.0,0,0,1,5.0,11.0,0.45,1.0,0.0,2.0,0.41666666666666663,+
133.0,10.0,1,0,1,4.0,5.0,0.8,1.0,0.0,2.0,0.4653259361997226,+
134.0,13.0,0,0,1,6.0,6.0,1.0,1.0,0.0,2.0,0.30000000000000004,+
135.0,8.0,1,0,1,2.0,5.0,0.4,1.0,0.0,2.0,0.3958736299161831,+
136.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.26404561824729894,+
137.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.33333333333333337,+
139.0,25.0,0,0,0,8.0,16.0,0.5,1.0,0.0,2.0,0.7188449848024316,-
140.0,17.0,0,0,0,3.0,11.0,0.27,2.0,1.0,3.0,0.4401785714285714,-
141.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.4507692307692308,+
142.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.3179095228258624,+
143.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.42857142857142855,+
144.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.561965811965812,+
145.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.44285714285714284,+
146.0,21.0,0,0,1,7.0,12.0,0.58,2.0,0.0,3.0,0.6583747927031509,+
147.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.26404561824729894,+
148.0,16.0,1,0,1,6.0,9.0,0.67,1.0,0.0,2.0,0.41666666666666663,+
149.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.3882978723404255,+
150.0,14.0,1,0,1,6.0,7.0,0.86,1.0,0.0,2.0,0.2,+
151.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.32183908045977005,+
152.0,13.0,0,0,0,3.0,7.0,0.43,2.0,1.0,3.0,0.672514619883041,-
154.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.3248299319727891,+
155.0,17.0,0,0,1,5.0,9.0,0.56,2.0,1.0,3.0,0.3107344632768362,+
157.0,18.0,1,0,1,6.0,11.0,0.55,1.0,0.0,2.0,0.6583747927031509,+
160.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.4507692307692308,+
161.0,16.0,1,0,1,4.0,11.0,0.36,1.0,0.0,2.0,0.33333333333333337,+
162.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.4382978723404255,+
163.0,14.0,1,0,1,3.0,8.0,0.38,2.0,1.0,3.0,0.32183908045977005,+
164.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.3248299319727891,+
165.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.4807692307692308,+
167.0,13.0,0,0,1,5.0,6.0,0.83,2.0,0.0,3.0,0.7083333333333333,+
168.0,14.0,1,0,1,7.0,6.0,1.17,1.0,0.0,2.0,0.3666666666666667,+
170.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.42948717948717946,+
172.0,16.0,1,0,1,3.0,10.0,0.3,2.0,1.0,3.0,0.4423076923076923,+
174.0,17.0,0,0,1,6.0,8.0,0.75,2.0,1.0,3.0,0.30223106191629195,+
175.0,18.0,1,0,1,7.0,8.0,0.88,2.0,1.0,3.0,0.3107344632768362,+
178.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.40816326530612246,+
179.0,17.0,0,0,1,5.0,9.0,0.56,2.0,1.0,3.0,0.3107344632768362,+
180.0,18.0,1,0,1,7.0,8.0,0.88,3.0,0.0,4.0,0.33333333333333337,+
181.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.2875,+
185.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.573076923076923,+
186.0,15.0,0,0,0,5.0,9.0,0.56,1.0,0.0,2.0,0.5757575757575757,-
187.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.5307692307692308,+
188.0,9.0,0,0,1,5.0,3.0,1.67,1.0,0.0,2.0,0.39285714285714285,+
189.0,18.0,1,0,1,7.0,10.0,0.7,1.0,0.0,2.0,0.6583747927031509,+
190.0,10.0,1,0,1,4.0,5.0,0.8,1.0,0.0,2.0,0.4653259361997226,+
191.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5821678321678322,+
192.0,16.0,1,0,1,6.0,9.0,0.67,1.0,0.0,2.0,0.41666666666666663,+
193.0,19.0,0,0,1,8.0,10.0,0.8,1.0,0.0,2.0,0.7139303482587065,+
196.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.45816326530612245,+
197.0,10.0,1,1,0,4.0,5.0,0.8,1.0,0.0,2.0,0.746606334841629,-
198.0,14.0,1,1,0,6.0,6.0,1.0,2.0,0.0,3.0,0.3759124087591241,-
199.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.3666666666666667,+
200.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.35416666666666663,+
201.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.4716312056737588,+
202.0,18.0,1,0,1,6.0,9.0,0.67,2.0,1.0,3.0,0.5833333333333334,+
204.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5897435897435898,+
205.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.3882978723404255,+
206.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.47619047619047616,+
207.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.40816326530612246,+
208.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.3248299319727891,+
209.0,9.0,0,0,0,2.0,6.0,0.33,1.0,0.0,2.0,0.7521008403361344,-
211.0,16.0,1,0,0,6.0,9.0,0.67,1.0,0.0,2.0,0.4030769230769231,-
213.0,18.0,1,0,0,4.0,11.0,0.36,2.0,1.0,3.0,0.4401785714285714,-
215.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.40816326530612246,+
216.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.4914965986394558,+
218.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.49544072948328266,+
219.0,18.0,1,0,1,7.0,8.0,0.88,2.0,1.0,3.0,0.3107344632768362,+
220.0,17.0,0,0,1,4.0,10.0,0.4,2.0,1.0,3.0,0.4423076923076923,+
221.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.32183908045977005,+
223.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.4051724137931034,+
224.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.5153061224489797,+
226.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.45,+
227.0,13.0,0,0,1,6.0,6.0,1.0,1.0,0.0,2.0,0.30000000000000004,+
228.0,10.0,1,0,1,4.0,5.0,0.8,1.0,0.0,2.0,0.4653259361997226,+
229.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.45816326530612245,+
230.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5961538461538461,+
231.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.4166666666666667,+
232.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.5331632653061225,+
233.0,13.0,0,0,1,3.0,9.0,0.33,1.0,0.0,2.0,0.41666666666666663,+
234.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.47948717948717945,+
236.0,18.0,1,0,1,5.0,11.0,0.45,2.0,0.0,3.0,0.5833333333333334,+
237.0,16.0,1,0,0,5.0,8.0,0.62,2.0,1.0,3.0,0.5757575757575757,-
238.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.5641025641025641,+
239.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.40816326530612246,+
241.0,14.0,1,0,0,5.0,8.0,0.62,1.0,0.0,2.0,0.65,-
242.0,16.0,1,0,0,5.0,10.0,0.5,1.0,0.0,2.0,0.5666666666666667,-
243.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.5425790754257908,-
244.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.5128205128205128,+
245.0,18.0,1,0,0,5.0,10.0,0.5,2.0,1.0,3.0,0.4401785714285714,-
246.0,17.0,0,0,0,6.0,10.0,0.6,1.0,0.0,2.0,0.4030769230769231,-
247.0,11.0,0,0,0,3.0,7.0,0.43,1.0,0.0,2.0,0.7833333333333333,-
249.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.4473409801876955,-
250.0,12.0,1,0,0,3.0,8.0,0.38,1.0,0.0,2.0,0.6536901865369018,-
251.0,17.0,0,0,0,5.0,11.0,0.45,1.0,0.0,2.0,0.5466666666666666,-
252.0,14.0,1,0,0,5.0,6.0,0.83,2.0,1.0,3.0,0.3759124087591241,-
253.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.5425790754257908,-
254.0,15.0,0,0,0,4.0,10.0,0.4,1.0,0.0,2.0,0.5757575757575757,-
255.0,16.0,1,0,0,4.0,9.0,0.44,2.0,1.0,3.0,0.5757575757575757,-
257.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.4166666666666667,+
258.0,17.0,0,0,1,8.0,8.0,1.0,1.0,0.0,2.0,0.27254901960784317,+
259.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.6985294117647058,+
260.0,12.0,1,0,1,7.0,4.0,1.75,1.0,0.0,2.0,0.30952380952380953,+
261.0,12.0,1,0,1,6.0,5.0,1.2,1.0,0.0,2.0,0.21428571428571427,+
262.0,18.0,1,0,0,6.0,9.0,0.67,2.0,1.0,3.0,0.5354166666666667,-
263.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.6259124087591241,-
264.0,20.0,1,0,0,6.0,11.0,0.55,2.0,1.0,3.0,0.5391214824982842,-
265.0,19.0,0,0,0,4.0,12.0,0.33,2.0,1.0,3.0,0.5391214824982842,-
267.0,15.0,0,0,0,5.0,9.0,0.56,1.0,0.0,2.0,0.5757575757575757,-
268.0,17.0,0,0,1,4.0,10.0,0.4,2.0,1.0,3.0,0.4423076923076923,+
269.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.6985294117647058,+
270.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.5132978723404256,+
271.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.5271867612293144,+
273.0,20.0,1,0,1,8.0,11.0,0.73,1.0,0.0,2.0,0.6583747927031509,+
274.0,12.0,1,1,0,5.0,6.0,0.83,1.0,0.0,2.0,0.5425790754257908,-
275.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.5366300366300366,+
276.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.4382978723404255,+
277.0,7.0,0,0,1,3.0,3.0,1.0,1.0,0.0,2.0,0.3958736299161831,+
278.0,13.0,0,0,1,3.0,7.0,0.43,2.0,1.0,3.0,0.4107142857142857,+
279.0,11.0,0,0,1,5.0,4.0,1.25,2.0,0.0,3.0,0.30952380952380953,+
280.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.5879120879120879,+
282.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.4375,+
283.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.5470521541950113,+
285.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.45816326530612245,+
286.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.4914965986394558,+
287.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.6259124087591241,-
288.0,11.0,0,0,1,5.0,5.0,1.0,1.0,0.0,2.0,0.21428571428571427,+
289.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.5544871794871795,+
290.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.4716312056737588,+
291.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.49544072948328266,+
292.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.6016483516483516,+
293.0,15.0,0,0,1,7.0,7.0,1.0,1.0,0.0,2.0,0.27254901960784317,+
294.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.6759124087591241,-
