% 1. Title: Contraceptive Method Choice
%
% 2. Sources:
%    (a) Origin:  This dataset is a subset of the 1987 National Indonesia
%                 Contraceptive Prevalence Survey
%    (b) Creator: Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Donor:   Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Date:    June 7, 1997
%
% 3. Past Usage:
%    Lim, T.-S., Loh, W.-Y. & Shih, Y.-S. (1999). A Comparison of
%    Prediction Accuracy, Complexity, and Training Time of Thirty-three
%    Old and New Classification Algorithms. Machine Learning. Forthcoming.
%    (ftp://ftp.stat.wisc.edu/pub/loh/treeprogs/quest1.7/mach1317.pdf or
%    (http://www.stat.wisc.edu/~limt/mach1317.pdf)
%
% 4. Relevant Information:
%    This dataset is a subset of the 1987 National Indonesia Contraceptive
%    Prevalence Survey. The samples are married women who were either not
%    pregnant or do not know if they were at the time of interview. The
%    problem is to predict the current contraceptive method choice
%    (no use, long-term methods, or short-term methods) of a woman based
%    on her demographic and socio-economic characteristics.
%
% 5. Number of Instances: 1473
%
% 6. Number of Attributes: 10 (including the class attribute)
%
% 7. Attribute Information:
%
%    1. Wife's age                     (numerical)
%    2. Wife's education               (categorical)      1=low, 2, 3, 4=high
%    3. Husband's education            (categorical)      1=low, 2, 3, 4=high
%    4. Number of children ever born   (numerical)
%    5. Wife's religion                (binary)           0=Non-Islam, 1=Islam
%    6. Wife's now working?            (binary)           0=Yes, 1=No
%    7. Husband's occupation           (categorical)      1, 2, 3, 4
%    8. Standard-of-living index       (categorical)      1=low, 2, 3, 4=high
%    9. Media exposure                 (binary)           0=Good, 1=Not good
%    10. Contraceptive method used     (class attribute)  1=No-use
%                                                         2=Long-term
%                                                         3=Short-term
%
% 8. Missing Attribute Values: None
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
@RELATION cmc

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE Wifes_age INTEGER
@ATTRIBUTE Wifes_education {1, 2, 3, 4}
@ATTRIBUTE Husbands_education {1, 2, 3, 4}
@ATTRIBUTE Number_of_children_ever_born INTEGER
@ATTRIBUTE Wifes_religion {0, 1}
@ATTRIBUTE "Wifes_now_working%3F" {0, 1}
@ATTRIBUTE Husbands_occupation {1, 2, 3, 4}
@ATTRIBUTE Standard-of-living_index {1, 2, 3, 4}
@ATTRIBUTE Media_exposure {0, 1}
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE Contraceptive_method_used {1, 2, 3}

@DATA
48.0,26,4,4,1,1,1,1,4,0,0.5669934640522876,1
49.0,26,4,4,0,1,0,1,4,0,0.7,1
50.0,31,4,4,0,1,0,1,4,0,0.48245614035087714,1
51.0,49,4,4,7,0,1,2,4,0,0.5666666666666667,1
52.0,40,3,4,8,1,1,3,3,0,0.8783068783068784,1
54.0,36,2,4,5,1,1,2,3,0,0.4614725200424997,1
55.0,20,2,2,2,1,1,2,2,1,0.5349872773536896,1
56.0,43,4,4,5,1,0,1,4,0,0.49264705882352944,1
57.0,37,3,4,7,1,1,2,1,0,0.571078431372549,1
58.0,21,2,3,0,1,1,3,4,0,0.5166320166320166,1
59.0,49,4,4,6,1,1,1,2,0,0.4529213955443463,1
60.0,42,3,3,10,1,1,3,3,0,0.4160966712266302,1
61.0,20,2,3,1,1,1,2,3,0,0.4536263306081274,1
62.0,47,1,2,2,1,0,1,3,0,0.3850747878747298,1
63.0,22,2,3,1,1,1,2,1,0,0.521580229725026,1
65.0,24,2,4,1,1,1,3,1,0,0.4826886400312974,1
66.0,44,4,2,8,1,1,3,3,0,0.46578947368421053,1
67.0,30,2,3,3,1,1,3,1,0,0.6197916666666667,1
68.0,23,3,4,2,1,1,3,4,0,0.4686390532544379,1
69.0,25,4,4,1,1,0,3,3,0,0.4700409224133164,1
70.0,47,2,3,4,1,1,2,3,0,0.3850747878747298,1
71.0,48,2,3,8,1,1,1,4,0,0.4529213955443463,1
72.0,29,2,3,1,1,1,1,1,0,0.5300751879699248,1
73.0,29,2,3,1,1,1,1,2,0,0.5300751879699248,1
74.0,21,3,4,0,1,1,2,3,0,0.4536263306081274,1
75.0,21,3,4,1,1,1,2,3,0,0.4536263306081274,1
76.0,29,4,4,0,1,0,2,4,0,0.48245614035087714,1
77.0,45,3,4,3,1,1,1,4,0,0.4605042016806723,1
78.0,33,2,3,2,1,1,3,2,0,0.39208074534161486,1
79.0,38,4,4,1,1,0,1,4,0,0.5364979847738468,1
80.0,24,4,4,0,0,1,1,4,0,0.5019723865877712,1
81.0,49,4,4,6,0,0,1,4,0,0.4462547288776797,1
82.0,24,2,4,1,1,0,4,4,0,0.45435333896872354,1
83.0,28,4,4,0,0,0,1,4,0,0.571345029239766,1
84.0,30,4,4,2,1,1,1,4,0,0.5939295977011494,1
85.0,33,4,4,2,1,1,1,4,0,0.633493031358885,1
86.0,25,4,4,1,1,1,1,3,0,0.5019723865877712,1
88.0,27,2,4,4,1,1,1,4,0,0.5748890532544378,1
89.0,24,2,2,3,1,0,2,1,0,0.5356603298501825,1
90.0,25,2,3,0,1,1,2,1,0,0.4826886400312974,1
92.0,26,2,2,3,1,1,2,1,0,0.5356603298501825,1
93.0,38,2,2,1,1,0,3,2,0,0.4873188405797101,1
94.0,47,1,2,3,1,1,1,3,0,0.3850747878747298,1
96.0,41,2,3,1,1,0,2,3,0,0.4962499445258066,1
97.0,28,4,4,5,1,1,2,1,0,0.65,1
99.0,27,2,3,5,1,1,2,1,0,0.5356603298501825,1
100.0,27,1,2,4,1,1,3,1,1,0.5356603298501825,1
101.0,19,2,3,0,1,0,2,2,0,0.4536263306081274,1
102.0,27,2,4,3,1,0,3,2,0,0.5908612754766601,1
104.0,23,2,4,2,1,1,3,3,0,0.45435333896872354,1
105.0,40,3,3,3,1,1,3,2,0,0.4614725200424997,1
106.0,22,4,4,0,1,1,1,1,0,0.5686390532544379,1
107.0,44,3,4,4,1,0,1,3,0,0.49264705882352944,1
108.0,29,2,3,2,1,1,3,1,0,0.653125,1
109.0,26,2,3,3,1,1,3,1,0,0.5356603298501825,1
110.0,45,4,4,1,1,0,3,3,0,0.6751436177665686,1
111.0,32,3,3,7,1,0,2,3,0,0.54,1
113.0,31,2,2,4,1,1,3,3,0,0.7285714285714286,1
114.0,21,3,4,0,1,1,1,3,0,0.4536263306081274,1
115.0,37,4,4,1,1,1,1,4,0,0.5364979847738468,1
116.0,34,4,4,3,0,0,3,3,0,0.5666666666666667,1
117.0,44,3,4,1,1,1,1,3,0,0.4529213955443463,1
118.0,49,4,3,5,1,1,2,3,0,0.4462547288776797,1
119.0,26,2,3,2,1,1,3,3,0,0.5972104818258664,1
120.0,38,1,2,1,1,1,2,4,1,0.5225225225225225,1
123.0,20,2,3,1,0,1,3,2,0,0.5186390532544378,1
124.0,44,2,1,3,1,0,3,2,0,0.3850747878747298,1
125.0,31,3,4,2,1,1,1,2,1,0.5657894736842105,1
126.0,45,4,4,1,1,1,1,3,0,0.3850747878747298,1
127.0,36,2,3,2,1,1,3,2,1,0.42065217391304344,1
128.0,43,1,3,2,1,0,2,2,1,0.4529213955443463,1
129.0,25,3,4,0,1,1,1,3,0,0.5019723865877712,1
131.0,30,4,4,0,0,0,1,3,0,0.48245614035087714,1
132.0,48,1,2,8,1,1,3,1,0,0.513527456150407,1
133.0,28,3,4,1,1,1,3,1,1,0.5140495867768595,1
135.0,26,3,3,3,1,0,2,4,0,0.6688311688311688,1
136.0,24,4,4,2,1,1,3,3,0,0.4700409224133164,1
137.0,21,3,3,2,1,1,2,2,0,0.5186390532544378,1
138.0,30,4,4,2,0,1,3,1,0,0.5333333333333334,1
139.0,20,4,4,1,1,1,1,4,0,0.6111111111111112,1
140.0,33,4,4,2,1,1,1,3,0,0.633493031358885,1
141.0,30,4,4,0,0,0,3,3,0,0.5657894736842105,1
142.0,47,4,4,1,1,0,1,3,0,0.4291118717348225,1
144.0,30,2,4,2,1,1,3,4,0,0.7222222222222222,1
145.0,33,4,4,3,1,1,1,4,0,0.7765151515151515,1
147.0,41,4,4,2,1,1,1,4,0,0.4962499445258066,1
148.0,32,4,4,1,1,0,1,3,0,0.6483739837398375,1
149.0,43,4,4,5,1,1,1,4,0,0.5303030303030303,1
153.0,23,4,4,2,1,1,2,4,0,0.48113905325443784,1
154.0,47,1,2,4,1,1,2,2,0,0.3850747878747298,1
155.0,47,1,1,7,1,1,2,3,1,0.4529213955443463,1
156.0,35,4,4,2,1,0,2,4,0,0.7472527472527473,1
157.0,32,2,4,4,1,1,3,2,0,0.4962121212121212,1
158.0,45,1,4,5,1,1,1,2,1,0.5640325066554575,1
159.0,22,2,2,2,1,1,3,1,0,0.521580229725026,1
162.0,44,1,3,0,1,1,2,3,0,0.38625472887767964,1
163.0,40,3,3,1,1,0,3,3,0,0.4962499445258066,1
164.0,34,4,4,4,1,1,2,3,0,0.5952380952380952,1
165.0,37,3,4,1,1,1,2,4,0,0.5364979847738468,1
167.0,26,4,4,1,1,1,1,4,0,0.5669934640522876,1
168.0,22,4,4,0,1,1,2,4,0,0.4536263306081274,1
169.0,20,3,4,0,1,0,2,4,0,0.4536263306081274,1
170.0,47,4,4,4,1,1,1,4,0,0.4933333333333334,1
171.0,49,2,2,8,1,0,3,1,0,0.513527456150407,1
172.0,22,2,4,1,1,1,2,4,0,0.45435333896872354,1
173.0,22,3,3,2,1,1,3,4,0,0.4686390532544379,1
174.0,25,3,2,2,1,1,3,2,0,0.6130834976988823,1
175.0,32,2,4,0,1,0,3,4,0,0.42065217391304344,1
176.0,28,4,4,0,0,1,1,3,0,0.571345029239766,1
177.0,30,2,4,4,1,0,1,4,0,0.6233766233766234,1
178.0,45,2,4,2,1,0,2,4,0,0.5362547288776797,1
179.0,49,2,1,10,1,0,2,4,0,0.5833333333333334,1
180.0,34,4,4,2,1,0,1,4,0,0.633493031358885,1
181.0,25,2,4,1,1,1,2,2,0,0.4826886400312974,1
182.0,42,1,3,12,1,1,3,3,0,0.5484496124031008,1
183.0,48,2,1,3,1,0,4,3,0,0.4529213955443463,1
184.0,35,3,4,5,1,0,2,2,0,0.5404411764705882,1
185.0,33,2,3,1,1,1,3,4,0,0.32065217391304346,1
188.0,19,3,3,2,1,1,3,2,0,0.4536263306081274,1
190.0,30,1,2,4,1,1,4,1,0,0.5975609756097561,1
191.0,31,3,4,3,1,0,3,2,0,0.6197916666666667,1
192.0,44,1,1,11,1,1,4,1,1,0.5984496124031007,1
193.0,24,3,3,2,1,1,3,3,0,0.4868208714362561,1
194.0,18,3,4,0,1,0,3,1,0,0.45435333896872354,1
195.0,45,1,2,6,1,1,3,3,1,0.3850747878747298,1
196.0,25,2,2,3,1,0,3,1,0,0.5356603298501825,1
198.0,30,1,1,5,1,1,2,2,0,0.4875609756097561,1
199.0,32,2,4,2,1,1,3,3,0,0.32065217391304346,1
203.0,27,2,3,2,1,1,3,3,0,0.5,1
204.0,40,3,4,1,1,1,1,2,0,0.4962499445258066,1
208.0,32,4,4,1,1,1,1,4,0,0.633493031358885,1
209.0,34,2,3,3,1,0,3,2,0,0.47026872498570615,1
210.0,40,3,3,1,0,1,3,4,0,0.4962499445258066,1
211.0,45,1,2,1,1,0,3,3,0,0.3850747878747298,1
212.0,26,3,4,3,1,1,3,2,0,0.5908612754766601,1
213.0,48,1,3,5,1,1,3,2,0,0.3850747878747298,1
214.0,43,1,3,8,1,1,3,1,0,0.4160966712266302,1
215.0,27,3,4,2,1,0,2,2,0,0.5908612754766601,1
217.0,34,3,2,8,1,0,2,3,1,0.5033641715727503,1
218.0,32,3,2,4,1,1,2,2,1,0.7444444444444445,1
220.0,22,2,3,1,1,1,3,3,0,0.45435333896872354,1
221.0,27,3,4,0,1,1,3,3,0,0.4700409224133164,1
222.0,37,1,2,2,1,1,2,2,1,0.42065217391304344,1
223.0,22,1,2,0,1,1,2,4,0,0.45435333896872354,1
224.0,47,4,4,4,1,1,1,4,0,0.4933333333333334,1
226.0,37,3,3,2,1,1,1,4,0,0.5364979847738468,1
227.0,45,1,3,1,1,1,2,3,1,0.38625472887767964,1
228.0,47,1,4,8,1,1,3,3,0,0.4529213955443463,1
231.0,26,2,4,1,1,1,1,3,0,0.5748890532544378,1
232.0,21,3,4,0,1,0,3,1,0,0.5186390532544378,1
233.0,20,2,3,1,1,1,2,4,0,0.4536263306081274,1
234.0,39,1,1,5,1,0,3,1,1,0.5247821350762527,1
235.0,27,2,3,1,1,0,3,4,0,0.43343653250773995,1
236.0,37,2,3,5,1,0,3,2,0,0.4877450980392156,1
237.0,24,4,4,1,1,1,3,3,0,0.4700409224133164,1
238.0,39,3,3,6,1,1,3,3,0,0.4614725200424997,1
239.0,20,3,3,1,1,1,2,3,0,0.4536263306081274,1
240.0,19,3,4,1,1,1,2,3,0,0.6527777777777778,1
242.0,41,1,4,4,1,1,3,3,0,0.48403361344537815,1
243.0,22,4,4,2,1,1,1,3,0,0.6111111111111112,1
244.0,32,3,4,4,1,1,1,4,0,0.7797202797202798,1
245.0,34,4,4,2,0,1,1,4,0,0.633493031358885,1
247.0,23,4,4,2,1,1,1,4,0,0.48113905325443784,1
248.0,27,4,4,1,1,1,1,2,0,0.7333333333333334,1
249.0,46,3,2,11,1,0,2,2,1,0.5984496124031007,1
250.0,34,4,4,3,0,1,1,2,0,0.5,1
251.0,33,4,4,5,1,1,3,3,0,0.5875,1
254.0,48,1,3,4,1,1,3,3,1,0.3850747878747298,1
255.0,36,4,4,2,1,1,3,3,0,0.7294372294372293,1
256.0,38,3,4,2,0,1,2,4,0,0.6961038961038961,1
257.0,44,1,2,7,1,1,3,4,0,0.46578947368421053,1
258.0,44,2,2,1,1,0,3,2,0,0.3850747878747298,1
259.0,39,3,3,1,0,1,3,4,0,0.4962499445258066,1
260.0,47,1,2,7,1,0,3,2,0,0.3850747878747298,1
261.0,43,1,3,5,1,0,3,2,0,0.48403361344537815,1
263.0,22,3,3,0,1,1,2,2,0,0.4536263306081274,1
264.0,31,2,4,5,1,1,3,2,0,0.4741532976827094,1
265.0,22,4,4,0,1,1,1,3,0,0.4536263306081274,1
266.0,45,3,4,6,1,1,2,4,0,0.6142857142857143,1
267.0,42,3,4,10,1,0,3,2,0,0.4160966712266302,1
268.0,38,3,3,7,1,1,3,1,0,0.4877450980392156,1
270.0,30,4,4,2,1,1,1,4,0,0.5939295977011494,1
271.0,28,3,4,1,1,1,3,4,0,0.5833333333333334,1
272.0,25,3,4,1,1,1,2,1,0,0.4826886400312974,1
273.0,49,2,4,6,0,1,2,3,0,0.500540443163394,1
274.0,23,3,4,2,1,0,2,3,0,0.48113905325443784,1
275.0,35,3,4,1,0,1,2,3,0,0.625,1
277.0,35,2,3,0,1,1,2,4,0,0.42065217391304344,1
278.0,44,3,4,6,1,1,3,4,0,0.6142857142857143,1
280.0,43,2,3,6,1,0,3,3,0,0.48403361344537815,1
281.0,21,2,4,2,1,1,3,1,0,0.521580229725026,1
282.0,22,4,4,0,1,1,1,4,0,0.4536263306081274,1
284.0,29,2,4,2,1,0,4,4,1,0.5850202429149798,1
285.0,44,4,4,5,0,1,2,4,0,0.5416666666666666,1
286.0,22,4,4,0,1,0,1,4,0,0.4536263306081274,1
287.0,23,2,4,4,1,1,3,3,0,0.5356603298501825,1
289.0,35,1,3,0,1,1,2,2,1,0.42065217391304344,1
290.0,24,4,4,1,1,1,2,2,0,0.4700409224133164,1
291.0,36,4,4,4,1,1,1,4,0,0.7472527472527473,1
292.0,47,1,2,2,1,1,2,4,0,0.3850747878747298,1
294.0,29,4,4,1,1,1,1,3,0,0.571345029239766,1
296.0,49,3,4,9,1,1,1,4,0,0.6333333333333333,1
297.0,47,4,4,2,1,1,1,4,0,0.4291118717348225,1
298.0,28,4,4,3,0,1,1,4,0,0.5888888888888889,1
299.0,26,4,4,1,1,1,1,4,0,0.5669934640522876,1
300.0,29,1,2,7,1,1,2,4,0,0.515,1
301.0,29,4,2,0,1,0,2,2,0,0.3872180451127819,1
302.0,25,3,3,1,1,1,3,4,0,0.4700409224133164,1
303.0,24,2,4,2,1,1,3,4,0,0.45435333896872354,1
304.0,23,4,4,1,1,0,2,4,0,0.5349872773536896,1
305.0,23,4,4,2,1,0,3,3,0,0.48113905325443784,1
306.0,44,1,2,2,1,1,2,4,0,0.4529213955443463,1
307.0,39,3,4,6,1,1,1,4,0,0.7272727272727273,1
308.0,21,3,3,0,1,1,2,2,0,0.4536263306081274,1
309.0,22,3,4,2,1,1,2,3,0,0.5436390532544378,1
310.0,47,3,4,3,1,1,2,3,0,0.4462547288776797,1
311.0,36,3,3,2,1,0,2,4,0,0.5364979847738468,1
312.0,25,1,4,2,1,0,3,3,1,0.45435333896872354,1
313.0,40,4,4,2,1,1,3,4,0,0.4962499445258066,1
314.0,36,2,2,0,0,0,3,3,0,0.42065217391304344,1
316.0,28,1,4,2,1,0,2,3,0,0.48245614035087714,1
318.0,16,3,4,1,1,1,3,3,0,0.5357142857142857,1
319.0,32,2,3,4,0,1,2,4,0,0.48484848484848486,1
320.0,40,4,4,3,0,1,3,4,0,0.4962499445258066,1
321.0,40,1,1,2,1,0,3,4,0,0.5225225225225225,1
322.0,45,3,4,2,0,1,1,4,0,0.4605042016806723,1
323.0,21,1,3,0,1,0,3,4,1,0.5166320166320166,1
324.0,28,4,4,1,0,1,1,3,0,0.571345029239766,1
325.0,25,4,4,1,0,1,2,3,0,0.625,1
326.0,44,1,3,4,1,1,3,3,1,0.5078431372549019,1
327.0,35,4,4,2,0,1,3,4,0,0.5238095238095238,1
328.0,49,4,4,4,1,1,3,4,0,0.4462547288776797,1
329.0,39,3,4,1,0,1,3,4,0,0.5225225225225225,1
331.0,35,1,2,0,1,0,4,4,0,0.42065217391304344,1
332.0,21,1,2,1,1,0,3,4,0,0.5166320166320166,1
333.0,47,4,4,1,0,1,1,4,0,0.4291118717348225,1
334.0,27,4,4,1,0,1,3,4,0,0.6666666666666667,1
335.0,31,2,2,8,1,1,2,2,1,0.515,1
336.0,34,4,3,0,0,0,3,3,0,0.4039855072463768,1
338.0,25,4,4,0,1,0,2,4,0,0.4700409224133164,1
339.0,28,3,4,3,1,1,2,1,0,0.6197916666666667,1
340.0,30,2,3,4,1,0,3,2,0,0.6197916666666667,1
341.0,42,3,3,8,1,1,4,3,0,0.4651162790697674,1
342.0,23,4,4,0,0,1,2,4,0,0.5019723865877712,1
344.0,21,4,4,1,1,1,3,3,0,0.4536263306081274,1
346.0,33,4,4,1,0,0,3,4,0,0.4873188405797101,1
347.0,32,1,2,4,1,1,3,2,1,0.4741532976827094,1
348.0,25,2,2,3,1,1,3,3,0,0.5436390532544378,1
349.0,25,3,3,1,1,1,3,1,0,0.5019723865877712,1
350.0,19,2,2,2,1,1,3,1,0,0.4536263306081274,1
351.0,40,1,2,6,1,1,3,1,1,0.5247821350762527,1
352.0,24,2,2,2,1,1,3,1,1,0.4826886400312974,1
353.0,32,2,2,1,1,1,2,1,0,0.4873188405797101,1
354.0,35,2,3,8,1,1,3,2,0,0.5033641715727503,1
355.0,27,2,2,1,1,0,3,2,1,0.48245614035087714,1
356.0,23,2,4,2,1,1,1,4,0,0.5357142857142857,1
357.0,22,2,4,4,1,1,3,4,0,0.5356603298501825,1
358.0,49,2,3,0,1,1,1,2,0,0.4862547288776797,1
359.0,25,2,3,0,1,1,2,4,0,0.4700409224133164,1
360.0,18,3,4,1,1,1,3,1,0,0.45435333896872354,1
361.0,43,3,3,4,1,1,2,4,0,0.6777777777777778,1
362.0,37,1,3,0,1,1,3,4,0,0.42065217391304344,1
363.0,30,2,3,2,1,0,2,4,0,0.625,1
364.0,29,3,2,0,1,1,2,2,0,0.3872180451127819,1
365.0,20,2,3,3,1,1,3,4,0,0.49927299163940386,1
366.0,42,3,3,3,1,0,2,4,0,0.5078431372549019,1
367.0,23,4,4,1,1,1,2,3,0,0.75,1
368.0,34,2,3,7,1,0,3,3,0,0.5752032520325203,1
369.0,23,3,3,6,1,1,3,3,0,0.5686390532544379,1
370.0,38,3,3,5,1,1,1,4,0,0.7272727272727273,1
371.0,37,2,3,4,1,1,2,3,0,0.4614725200424997,1
372.0,17,2,3,1,1,1,3,2,0,0.5019723865877712,1
373.0,39,3,4,3,1,1,1,4,0,0.8990384615384616,1
374.0,49,1,3,0,1,1,3,3,1,0.4862547288776797,1
375.0,23,3,3,2,1,1,2,2,0,0.5019723865877712,1
376.0,40,3,3,3,1,1,2,2,1,0.4614725200424997,1
377.0,32,2,4,5,1,1,2,3,0,0.5875,1
380.0,37,3,3,6,1,1,2,2,0,0.5,1
381.0,38,2,4,5,0,1,2,2,0,0.4614725200424997,1
382.0,37,2,3,2,0,0,3,3,0,0.42065217391304344,1
383.0,25,2,3,1,1,0,2,1,0,0.4826886400312974,1
386.0,44,4,4,3,1,0,1,4,1,0.5666666666666667,1
388.0,28,2,4,1,1,0,3,4,0,0.43343653250773995,1
389.0,20,2,3,1,1,1,3,4,0,0.5349872773536896,1
390.0,33,4,4,0,1,0,3,3,0,0.4039855072463768,1
393.0,25,3,3,0,1,1,3,4,0,0.4700409224133164,1
394.0,29,4,4,0,1,0,2,4,0,0.48245614035087714,1
395.0,37,4,4,2,0,1,1,4,0,0.5627705627705627,1
396.0,49,1,3,6,1,1,2,4,0,0.500540443163394,1
398.0,19,2,2,0,1,1,2,2,0,0.4536263306081274,1
399.0,46,1,2,3,1,1,2,1,1,0.5362547288776797,1
404.0,29,3,4,4,1,0,1,3,0,0.6233766233766234,1
405.0,23,3,3,2,1,1,3,3,0,0.5833333333333334,1
407.0,47,3,3,2,1,1,2,4,0,0.4529213955443463,1
408.0,35,3,3,2,1,0,2,2,0,0.4873188405797101,1
409.0,19,3,3,1,1,1,2,4,0,0.675,1
410.0,45,2,3,4,1,0,2,4,0,0.775,1
411.0,42,2,4,2,1,1,3,4,0,0.45882352941176474,1
412.0,47,1,1,1,1,1,3,4,0,0.3850747878747298,1
413.0,25,2,2,2,1,1,3,1,0,0.4826886400312974,1
414.0,20,2,3,3,1,1,3,4,0,0.49927299163940386,1
415.0,33,3,3,6,1,1,3,4,0,0.4833613051089094,2
416.0,46,4,3,5,1,1,1,4,0,0.678401949467744,2
417.0,35,4,4,4,1,1,1,4,0,0.6451923818336032,2
419.0,36,3,3,5,1,0,1,3,0,0.6451923818336032,2
420.0,37,3,4,3,1,1,1,3,0,0.4876166242578456,2
421.0,44,2,4,4,1,1,3,3,0,0.7,2
422.0,32,4,4,2,1,1,1,4,0,0.5542832909245122,2
423.0,25,2,4,6,1,1,3,4,0,0.7225635428036801,2
424.0,42,2,3,7,1,1,3,4,0,0.6376166242578456,2
425.0,30,4,4,2,0,0,1,4,0,0.5685071574642127,2
426.0,39,4,4,4,1,1,1,4,0,0.6733309099721313,2
427.0,26,1,1,2,1,1,3,4,0,0.7225635428036801,2
