@RELATION badges2

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE length NUMERIC
@ATTRIBUTE even_odd {0, 1}
@ATTRIBUTE first_char_vowel {0, 1}
@ATTRIBUTE second_char_vowel {0, 1}
@ATTRIBUTE vowels NUMERIC
@ATTRIBUTE consonants NUMERIC
@ATTRIBUTE vowel_consonant_ratio NUMERIC
@ATTRIBUTE spaces NUMERIC
@ATTRIBUTE dots NUMERIC
@ATTRIBUTE words NUMERIC
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE class {-, +}

@DATA
62.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.3993725868725869,+
63.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.3557729941291585,+
64.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.3255649717514124,+
65.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.22515527950310557,+
66.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.4711764705882353,-
67.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.17164179104477612,+
68.0,18.0,1,1,1,4.0,9.0,0.44,3.0,2.0,4.0,0.3717948717948718,+
69.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.5464767616191905,-
70.0,12.0,1,1,0,4.0,7.0,0.57,1.0,0.0,2.0,0.4711764705882353,-
71.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.5579710144927537,-
73.0,13.0,0,1,0,5.0,7.0,0.71,1.0,0.0,2.0,0.49109052031361367,-
74.0,9.0,0,1,0,4.0,4.0,1.0,1.0,0.0,2.0,0.5579710144927537,-
75.0,16.0,1,1,0,6.0,9.0,0.67,1.0,0.0,2.0,0.3411016949152542,-
76.0,16.0,1,0,1,7.0,8.0,0.88,1.0,0.0,2.0,0.262550881953867,+
77.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.4088983050847458,+
78.0,17.0,0,0,1,4.0,10.0,0.4,2.0,1.0,3.0,0.5817307692307692,+
79.0,13.0,0,0,0,3.0,9.0,0.33,1.0,0.0,2.0,0.657843137254902,-
80.0,14.0,1,0,1,3.0,8.0,0.38,2.0,1.0,3.0,0.3993725868725869,+
82.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.17164179104477612,+
83.0,17.0,0,0,1,6.0,8.0,0.75,2.0,1.0,3.0,0.20512820512820512,+
85.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.3993725868725869,+
86.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.3557729941291585,+
87.0,17.0,0,0,0,5.0,11.0,0.45,1.0,0.0,2.0,0.3411016949152542,-
90.0,21.0,0,0,1,10.0,10.0,1.0,1.0,0.0,2.0,0.5454545454545454,+
91.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.21010332950631458,+
93.0,14.0,1,0,1,6.0,7.0,0.86,1.0,0.0,2.0,0.3142857142857143,+
94.0,14.0,1,0,1,6.0,7.0,0.86,1.0,0.0,2.0,0.3142857142857143,+
95.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.2054821560164228,+
96.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.2054821560164228,+
97.0,20.0,1,1,0,8.0,11.0,0.73,1.0,0.0,2.0,0.5646551724137931,-
98.0,18.0,1,0,0,5.0,10.0,0.5,2.0,1.0,3.0,0.3411016949152542,-
99.0,13.0,0,0,0,3.0,6.0,0.5,2.0,2.0,3.0,0.6473168214654283,-
101.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.3255649717514124,+
102.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.2370600414078675,+
105.0,18.0,1,0,1,7.0,10.0,0.7,1.0,0.0,2.0,0.5454545454545454,+
108.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.34523809523809523,+
109.0,9.0,0,0,1,2.0,6.0,0.33,1.0,0.0,2.0,0.35,+
110.0,10.0,1,0,1,5.0,4.0,1.25,1.0,0.0,2.0,0.3255649717514124,+
112.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.27840909090909094,+
113.0,18.0,1,0,1,5.0,12.0,0.42,1.0,0.0,2.0,0.41666666666666663,+
114.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.2666666666666667,+
115.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.4065934065934066,+
116.0,13.0,0,0,1,3.0,7.0,0.43,2.0,1.0,3.0,0.3993725868725869,+
117.0,12.0,1,0,1,3.0,6.0,0.5,2.0,1.0,3.0,0.6333333333333333,+
118.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.4065934065934066,+
119.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.36394948335246846,+
120.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.35,+
121.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.42857142857142855,+
123.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.35714285714285715,+
124.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.38888888888888884,+
125.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.47857142857142854,+
126.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.365296803652968,+
127.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5119047619047619,+
128.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.262550881953867,+
129.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.4711764705882353,-
133.0,10.0,1,0,1,4.0,5.0,0.8,1.0,0.0,2.0,0.4666666666666667,+
136.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.262550881953867,+
137.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.35,+
138.0,15.0,0,0,0,4.0,8.0,0.5,2.0,1.0,3.0,0.675,-
139.0,25.0,0,0,0,8.0,16.0,0.5,1.0,0.0,2.0,0.6744350282485876,-
140.0,17.0,0,0,0,3.0,11.0,0.27,2.0,1.0,3.0,0.675,-
141.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.2370600414078675,+
142.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.2054821560164228,+
143.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.25,+
144.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5357142857142857,+
145.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.4588983050847458,+
146.0,21.0,0,0,1,7.0,12.0,0.58,2.0,0.0,3.0,0.6704545454545454,+
147.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.3383084577114428,+
148.0,16.0,1,0,1,6.0,9.0,0.67,1.0,0.0,2.0,0.625,+
149.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.4088983050847458,+
151.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.365296803652968,+
153.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.4922316384180791,+
154.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.3383084577114428,+
155.0,17.0,0,0,1,5.0,9.0,0.56,2.0,1.0,3.0,0.20512820512820512,+
156.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.36394948335246846,+
157.0,18.0,1,0,1,6.0,11.0,0.55,1.0,0.0,2.0,0.41666666666666663,+
158.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.35416666666666663,+
159.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.17164179104477612,+
160.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.3571428571428571,+
162.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.4588983050847458,+
163.0,14.0,1,0,1,3.0,8.0,0.38,2.0,1.0,3.0,0.3993725868725869,+
165.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.44047619047619047,+
166.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.4216417910447761,+
168.0,14.0,1,0,1,7.0,6.0,1.17,1.0,0.0,2.0,0.3142857142857143,+
169.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.3383084577114428,+
171.0,19.0,0,0,1,7.0,9.0,0.78,2.0,1.0,3.0,0.5454545454545454,+
173.0,18.0,1,0,1,6.0,9.0,0.67,2.0,1.0,3.0,0.35,+
174.0,17.0,0,0,1,6.0,8.0,0.75,2.0,1.0,3.0,0.20512820512820512,+
176.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.4216417910447761,+
177.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.3383084577114428,+
178.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.4216417910447761,+
179.0,17.0,0,0,1,5.0,9.0,0.56,2.0,1.0,3.0,0.20512820512820512,+
180.0,18.0,1,0,1,7.0,8.0,0.88,3.0,0.0,4.0,0.30512820512820515,+
181.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.4375,+
182.0,12.0,1,0,1,6.0,5.0,1.2,1.0,0.0,2.0,0.3255649717514124,+
183.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.33333333333333337,+
184.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5535714285714286,+
185.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5674603174603174,+
186.0,15.0,0,0,0,5.0,9.0,0.56,1.0,0.0,2.0,0.5127877237851662,-
187.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.49047619047619045,+
191.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5785714285714285,+
193.0,19.0,0,0,1,8.0,10.0,0.8,1.0,0.0,2.0,0.5454545454545454,+
194.0,16.0,1,0,1,7.0,8.0,0.88,1.0,0.0,2.0,0.262550881953867,+
195.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.2054821560164228,+
196.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.4716417910447761,+
197.0,10.0,1,1,0,4.0,5.0,0.8,1.0,0.0,2.0,0.5464767616191905,-
198.0,14.0,1,1,0,6.0,6.0,1.0,2.0,0.0,3.0,0.49109052031361367,-
200.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.4875,+
201.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.4922316384180791,+
202.0,18.0,1,0,1,6.0,9.0,0.67,2.0,1.0,3.0,0.35,+
203.0,17.0,0,0,1,3.0,11.0,0.27,2.0,1.0,3.0,0.5817307692307692,+
204.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5876623376623377,+
205.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.3255649717514124,+
207.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.4486301369863014,+
208.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.4216417910447761,+
209.0,9.0,0,0,0,2.0,6.0,0.33,1.0,0.0,2.0,0.65,-
210.0,11.0,0,0,0,3.0,7.0,0.43,1.0,0.0,2.0,0.5464767616191905,-
211.0,16.0,1,0,0,6.0,9.0,0.67,1.0,0.0,2.0,0.5077683615819208,-
212.0,19.0,0,0,0,6.0,12.0,0.5,1.0,0.0,2.0,0.5307568673290473,-
213.0,18.0,1,0,0,4.0,11.0,0.36,2.0,1.0,3.0,0.3411016949152542,-
214.0,13.0,0,0,0,4.0,6.0,0.67,2.0,1.0,3.0,0.6473168214654283,-
216.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.5049751243781094,+
217.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.4716417910447761,+
218.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.5160411622276029,+
219.0,18.0,1,0,1,7.0,8.0,0.88,2.0,1.0,3.0,0.30512820512820515,+
220.0,17.0,0,0,1,4.0,10.0,0.4,2.0,1.0,3.0,0.5817307692307692,+
221.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.365296803652968,+
222.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.365296803652968,+
223.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.3993725868725869,+
224.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.5287846481876333,+
225.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.5952380952380952,+
226.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.4722222222222222,+
227.0,13.0,0,0,1,6.0,6.0,1.0,1.0,0.0,2.0,0.3142857142857143,+
228.0,10.0,1,0,1,4.0,5.0,0.8,1.0,0.0,2.0,0.4666666666666667,+
229.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.4986301369863014,+
230.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.6016483516483516,+
231.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.41666666666666663,+
232.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.5466417910447761,+
233.0,13.0,0,0,1,3.0,9.0,0.33,1.0,0.0,2.0,0.6349206349206349,+
234.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.5049751243781094,+
235.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.4088983050847458,+
237.0,16.0,1,0,0,5.0,8.0,0.62,2.0,1.0,3.0,0.7,-
238.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.5238095238095237,+
239.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.4216417910447761,+
240.0,13.0,0,0,1,3.0,9.0,0.33,1.0,0.0,2.0,0.6349206349206349,+
241.0,14.0,1,0,0,5.0,8.0,0.62,1.0,0.0,2.0,0.5193236714975845,-
243.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.5245098039215687,-
245.0,18.0,1,0,0,5.0,10.0,0.5,2.0,1.0,3.0,0.3411016949152542,-
246.0,17.0,0,0,0,6.0,10.0,0.6,1.0,0.0,2.0,0.3411016949152542,-
247.0,11.0,0,0,0,3.0,7.0,0.43,1.0,0.0,2.0,0.5464767616191905,-
248.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.4711764705882353,-
249.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.5245098039215687,-
250.0,12.0,1,0,0,3.0,8.0,0.38,1.0,0.0,2.0,0.5245098039215687,-
251.0,17.0,0,0,0,5.0,11.0,0.45,1.0,0.0,2.0,0.3411016949152542,-
252.0,14.0,1,0,0,5.0,6.0,0.83,2.0,1.0,3.0,0.49109052031361367,-
254.0,15.0,0,0,0,4.0,10.0,0.4,1.0,0.0,2.0,0.65,-
255.0,16.0,1,0,0,4.0,9.0,0.44,2.0,1.0,3.0,0.7,-
256.0,14.0,1,0,0,4.0,9.0,0.44,1.0,0.0,2.0,0.5018633540372671,-
257.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.3666666666666667,+
259.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.4065934065934066,+
260.0,12.0,1,0,1,7.0,4.0,1.75,1.0,0.0,2.0,0.3255649717514124,+
261.0,12.0,1,0,1,6.0,5.0,1.2,1.0,0.0,2.0,0.3255649717514124,+
262.0,18.0,1,0,0,6.0,9.0,0.67,2.0,1.0,3.0,0.5096153846153846,-
263.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.607843137254902,-
264.0,20.0,1,0,0,6.0,11.0,0.55,2.0,1.0,3.0,0.5307568673290473,-
265.0,19.0,0,0,0,4.0,12.0,0.33,2.0,1.0,3.0,0.3411016949152542,-
266.0,15.0,0,0,0,5.0,9.0,0.56,1.0,0.0,2.0,0.5127877237851662,-
267.0,15.0,0,0,0,5.0,9.0,0.56,1.0,0.0,2.0,0.5490196078431372,-
269.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.4642857142857143,+
272.0,15.0,0,0,1,3.0,9.0,0.33,2.0,1.0,3.0,0.5,+
273.0,20.0,1,0,1,8.0,11.0,0.73,1.0,0.0,2.0,0.5454545454545454,+
274.0,12.0,1,1,0,5.0,6.0,0.83,1.0,0.0,2.0,0.5245098039215687,-
275.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.5287846481876333,+
276.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.4588983050847458,+
278.0,13.0,0,0,1,3.0,7.0,0.43,2.0,1.0,3.0,0.3993725868725869,+
279.0,11.0,0,0,1,5.0,4.0,1.25,2.0,0.0,3.0,0.3255649717514124,+
280.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.5476190476190477,+
281.0,17.0,0,0,1,7.0,7.0,1.0,2.0,1.0,3.0,0.3717948717948718,+
283.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.560530679933665,+
284.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.5208333333333333,+
285.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.4716417910447761,+
286.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.5049751243781094,+
287.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.607843137254902,-
288.0,11.0,0,0,1,5.0,5.0,1.0,1.0,0.0,2.0,0.3255649717514124,+
290.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.4922316384180791,+
291.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.5160411622276029,+
292.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.6071428571428571,+
293.0,15.0,0,0,1,7.0,7.0,1.0,1.0,0.0,2.0,0.262550881953867,+
