% 1. Title: Contraceptive Method Choice
%
% 2. Sources:
%    (a) Origin:  This dataset is a subset of the 1987 National Indonesia
%                 Contraceptive Prevalence Survey
%    (b) Creator: Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Donor:   Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Date:    June 7, 1997
%
% 3. Past Usage:
%    Lim, T.-S., Loh, W.-Y. & Shih, Y.-S. (1999). A Comparison of
%    Prediction Accuracy, Complexity, and Training Time of Thirty-three
%    Old and New Classification Algorithms. Machine Learning. Forthcoming.
%    (ftp://ftp.stat.wisc.edu/pub/loh/treeprogs/quest1.7/mach1317.pdf or
%    (http://www.stat.wisc.edu/~limt/mach1317.pdf)
%
% 4. Relevant Information:
%    This dataset is a subset of the 1987 National Indonesia Contraceptive
%    Prevalence Survey. The samples are married women who were either not
%    pregnant or do not know if they were at the time of interview. The
%    problem is to predict the current contraceptive method choice
%    (no use, long-term methods, or short-term methods) of a woman based
%    on her demographic and socio-economic characteristics.
%
% 5. Number of Instances: 1473
%
% 6. Number of Attributes: 10 (including the class attribute)
%
% 7. Attribute Information:
%
%    1. Wife's age                     (numerical)
%    2. Wife's education               (categorical)      1=low, 2, 3, 4=high
%    3. Husband's education            (categorical)      1=low, 2, 3, 4=high
%    4. Number of children ever born   (numerical)
%    5. Wife's religion                (binary)           0=Non-Islam, 1=Islam
%    6. Wife's now working?            (binary)           0=Yes, 1=No
%    7. Husband's occupation           (categorical)      1, 2, 3, 4
%    8. Standard-of-living index       (categorical)      1=low, 2, 3, 4=high
%    9. Media exposure                 (binary)           0=Good, 1=Not good
%    10. Contraceptive method used     (class attribute)  1=No-use
%                                                         2=Long-term
%                                                         3=Short-term
%
% 8. Missing Attribute Values: None
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
@RELATION cmc

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE Wifes_age INTEGER
@ATTRIBUTE Wifes_education {1, 2, 3, 4}
@ATTRIBUTE Husbands_education {1, 2, 3, 4}
@ATTRIBUTE Number_of_children_ever_born INTEGER
@ATTRIBUTE Wifes_religion {0, 1}
@ATTRIBUTE "Wifes_now_working%3F" {0, 1}
@ATTRIBUTE Husbands_occupation {1, 2, 3, 4}
@ATTRIBUTE Standard-of-living_index {1, 2, 3, 4}
@ATTRIBUTE Media_exposure {0, 1}
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE Contraceptive_method_used {1, 2, 3}

@DATA
49.0,26,4,4,0,1,0,1,4,0,0.45089285714285715,1
50.0,31,4,4,0,1,0,1,4,0,0.4069412662090008,1
51.0,49,4,4,7,0,1,2,4,0,0.5289855072463768,1
53.0,34,4,4,1,0,0,2,3,0,0.4321266968325792,1
54.0,36,2,4,5,1,1,2,3,0,0.46375757575757576,1
56.0,43,4,4,5,1,0,1,4,0,0.4897435897435898,1
58.0,21,2,3,0,1,1,3,4,0,0.40025889229573697,1
59.0,49,4,4,6,1,1,1,2,0,0.4956521739130435,1
61.0,20,2,3,1,1,1,2,3,0,0.4182937181663837,1
63.0,22,2,3,1,1,1,2,1,0,0.5,1
64.0,27,2,4,1,1,0,1,3,0,0.43636363636363634,1
65.0,24,2,4,1,1,1,3,1,0,0.45996038483305035,1
67.0,30,2,3,3,1,1,3,1,0,0.4776785714285714,1
68.0,23,3,4,2,1,1,3,4,0,0.5738636363636364,1
69.0,25,4,4,1,1,0,3,3,0,0.3821407887116306,1
70.0,47,2,3,4,1,1,2,3,0,0.3656565656565657,1
73.0,29,2,3,1,1,1,1,2,0,0.45996038483305035,1
74.0,21,3,4,0,1,1,2,3,0,0.4215484250809538,1
75.0,21,3,4,1,1,1,2,3,0,0.4215484250809538,1
76.0,29,4,4,0,1,0,2,4,0,0.5125313283208021,1
78.0,33,2,3,2,1,1,3,2,0,0.5438914027149322,1
81.0,49,4,4,6,0,0,1,4,0,0.4956521739130435,1
83.0,28,4,4,0,0,0,1,4,0,0.41226899383983573,1
86.0,25,4,4,1,1,1,1,3,0,0.5088235294117647,1
87.0,35,4,4,3,0,1,1,4,0,0.518918918918919,1
88.0,27,2,4,4,1,1,1,4,0,0.48310232717316903,1
89.0,24,2,2,3,1,0,2,1,0,0.45090535747619936,1
91.0,46,2,4,6,1,1,1,4,0,0.3933150183150183,1
93.0,38,2,2,1,1,0,3,2,0,0.5032258064516129,1
95.0,41,1,3,10,1,1,2,3,1,0.5388059701492537,1
96.0,41,2,3,1,1,0,2,3,0,0.33146853146853145,1
98.0,17,2,2,3,1,1,3,1,0,0.5432937181663837,1
99.0,27,2,3,5,1,1,2,1,0,0.6552631578947368,1
100.0,27,1,2,4,1,1,3,1,1,0.44253215173457255,1
101.0,19,2,3,0,1,0,2,2,0,0.44846613195948715,1
103.0,26,4,3,4,1,1,2,3,0,0.48726899383983574,1
107.0,44,3,4,4,1,0,1,3,0,0.525,1
108.0,29,2,3,2,1,1,3,1,0,0.4776785714285714,1
109.0,26,2,3,3,1,1,3,1,0,0.44253215173457255,1
111.0,32,3,3,7,1,0,2,3,0,0.6701807228915663,1
112.0,21,4,4,1,1,1,1,4,0,0.6921052631578948,1
113.0,31,2,2,4,1,1,3,3,0,0.6142857142857143,1
114.0,21,3,4,0,1,1,1,3,0,0.48062015503875966,1
115.0,37,4,4,1,1,1,1,4,0,0.4155065082059989,1
116.0,34,4,4,3,0,0,3,3,0,0.7710526315789473,1
119.0,26,2,3,2,1,1,3,3,0,0.5,1
121.0,36,2,3,5,1,1,2,3,0,0.46375757575757576,1
122.0,26,3,4,2,1,1,3,3,0,0.7857142857142858,1
123.0,20,2,3,1,0,1,3,2,0,0.5555555555555556,1
124.0,44,2,1,3,1,0,3,2,0,0.4111111111111111,1
126.0,45,4,4,1,1,1,1,3,0,0.38064516129032255,1
127.0,36,2,3,2,1,1,3,2,1,0.3365591397849462,1
128.0,43,1,3,2,1,0,2,2,1,0.55,1
129.0,25,3,4,0,1,1,1,3,0,0.46153846153846156,1
130.0,48,3,4,3,1,1,3,1,0,0.4,1
131.0,30,4,4,0,0,0,1,3,0,0.4069412662090008,1
132.0,48,1,2,8,1,1,3,1,0,0.5388059701492537,1
134.0,26,4,4,1,1,1,1,3,0,0.5088235294117647,1
135.0,26,3,3,3,1,0,2,4,0,0.6692307692307693,1
136.0,24,4,4,2,1,1,3,3,0,0.506578947368421,1
138.0,30,4,4,2,0,1,3,1,0,0.42557070386810397,1
139.0,20,4,4,1,1,1,1,4,0,0.6921052631578948,1
140.0,33,4,4,2,1,1,1,3,0,0.46944444444444444,1
141.0,30,4,4,0,0,0,3,3,0,0.6295180722891567,1
143.0,35,4,4,2,0,1,3,3,0,0.49467649467649466,1
146.0,45,4,4,4,1,1,2,3,0,0.525,1
147.0,41,4,4,2,1,1,1,4,0,0.6944444444444444,1
149.0,43,4,4,5,1,1,1,4,0,0.4897435897435898,1
150.0,44,4,4,3,1,1,2,4,0,0.7738095238095238,1
151.0,21,1,3,4,1,1,3,2,0,0.45996038483305035,1
152.0,44,3,4,2,1,1,1,4,1,0.4666666666666667,1
153.0,23,4,4,2,1,1,2,4,0,0.44092827004219415,1
154.0,47,1,2,4,1,1,2,2,0,0.425,1
155.0,47,1,1,7,1,1,2,3,1,0.41538461538461535,1
156.0,35,4,4,2,1,0,2,4,0,0.5952380952380952,1
157.0,32,2,4,4,1,1,3,2,0,0.44239631336405527,1
158.0,45,1,4,5,1,1,1,2,1,0.5064102564102564,1
159.0,22,2,2,2,1,1,3,1,0,0.42487266553480474,1
160.0,23,1,1,3,1,1,2,1,1,0.7321428571428572,1
161.0,30,4,4,0,1,0,1,4,0,0.4069412662090008,1
162.0,44,1,3,0,1,1,2,3,0,0.4666666666666667,1
163.0,40,3,3,1,1,0,3,3,0,0.5032258064516129,1
164.0,34,4,4,4,1,1,2,3,0,0.7710526315789473,1
166.0,49,3,4,5,1,1,1,4,0,0.4956521739130435,1
167.0,26,4,4,1,1,1,1,4,0,0.4025735294117647,1
168.0,22,4,4,0,1,1,2,4,0,0.41139240506329117,1
169.0,20,3,4,0,1,0,2,4,0,0.40025889229573697,1
170.0,47,4,4,4,1,1,1,4,0,0.5833333333333334,1
171.0,49,2,2,8,1,0,3,1,0,0.5388059701492537,1
173.0,22,3,3,2,1,1,3,4,0,0.5738636363636364,1
174.0,25,3,2,2,1,1,3,2,0,0.4112126558116667,1
175.0,32,2,4,0,1,0,3,4,0,0.4438914027149321,1
176.0,28,4,4,0,0,1,1,3,0,0.41226899383983573,1
178.0,45,2,4,2,1,0,2,4,0,0.5,1
179.0,49,2,1,10,1,0,2,4,0,0.55,1
180.0,34,4,4,2,1,0,1,4,0,0.580952380952381,1
184.0,35,3,4,5,1,0,2,2,0,0.6647459402828706,1
185.0,33,2,3,1,1,1,3,4,0,0.38994403429387947,1
186.0,20,2,4,0,1,1,3,2,0,0.40025889229573697,1
187.0,36,2,3,4,1,1,3,1,1,0.7352941176470589,1
188.0,19,3,3,2,1,1,3,2,0,0.44846613195948715,1
189.0,27,3,2,3,1,1,3,2,0,0.44253215173457255,1
190.0,30,1,2,4,1,1,4,1,0,0.668421052631579,1
191.0,31,3,4,3,1,0,3,2,0,0.5461847389558233,1
192.0,44,1,1,11,1,1,4,1,1,0.5388059701492537,1
193.0,24,3,3,2,1,1,3,3,0,0.506578947368421,1
195.0,45,1,2,6,1,1,3,3,1,0.3933150183150183,1
196.0,25,2,2,3,1,0,3,1,0,0.45090535747619936,1
197.0,36,3,4,6,1,1,2,4,0,0.5546666666666666,1
198.0,30,1,1,5,1,1,2,2,0,0.4398496240601504,1
199.0,32,2,4,2,1,1,3,3,0,0.4438914027149321,1
200.0,42,1,4,11,0,1,2,2,1,0.5388059701492537,1
201.0,22,2,4,0,1,1,3,3,0,0.40025889229573697,1
202.0,36,2,4,2,1,0,2,4,0,0.5855855855855856,1
203.0,27,2,3,2,1,1,3,3,0,0.4404761904761905,1
205.0,22,2,3,2,1,1,3,1,0,0.42487266553480474,1
206.0,26,2,4,0,1,1,3,1,0,0.45996038483305035,1
207.0,31,3,4,0,1,0,2,3,0,0.5982456140350878,1
208.0,32,4,4,1,1,1,1,4,0,0.4326797385620915,1
209.0,34,2,3,3,1,0,3,2,0,0.5438914027149322,1
210.0,40,3,3,1,0,1,3,4,0,0.4155065082059989,1
214.0,43,1,3,8,1,1,3,1,0,0.5388059701492537,1
216.0,42,3,2,1,1,1,3,3,0,0.6,1
217.0,34,3,2,8,1,0,2,3,1,0.6486289987536352,1
218.0,32,3,2,4,1,1,2,2,1,0.5666666666666667,1
219.0,31,3,3,2,1,0,2,3,0,0.5581771170006464,1
220.0,22,2,3,1,1,1,3,3,0,0.40025889229573697,1
221.0,27,3,4,0,1,1,3,3,0,0.43214285714285716,1
222.0,37,1,2,2,1,1,2,2,1,0.3365591397849462,1
224.0,47,4,4,4,1,1,1,4,0,0.5833333333333334,1
225.0,32,4,4,4,1,0,1,3,0,0.611111111111111,1
229.0,28,3,4,0,1,1,3,2,0,0.65,1
230.0,48,1,3,4,1,1,3,4,1,0.3656565656565657,1
231.0,26,2,4,1,1,1,1,3,0,0.4696969696969697,1
232.0,21,3,4,0,1,0,3,1,0,0.5,1
233.0,20,2,3,1,1,1,2,4,0,0.4182937181663837,1
234.0,39,1,1,5,1,0,3,1,1,0.3365591397849462,1
236.0,37,2,3,5,1,0,3,2,0,0.5546666666666666,1
237.0,24,4,4,1,1,1,3,3,0,0.45833333333333337,1
239.0,20,3,3,1,1,1,2,3,0,0.45996038483305035,1
240.0,19,3,4,1,1,1,2,3,0,0.44846613195948715,1
241.0,40,3,3,4,1,1,2,2,0,0.3820136852394917,1
242.0,41,1,4,4,1,1,3,3,0,0.7305555555555556,1
243.0,22,4,4,2,1,1,1,3,0,0.7348484848484849,1
244.0,32,3,4,4,1,1,1,4,0,0.5178571428571428,1
245.0,34,4,4,2,0,1,1,4,0,0.580952380952381,1
246.0,34,4,4,2,1,0,1,3,0,0.580952380952381,1
247.0,23,4,4,2,1,1,1,4,0,0.44092827004219415,1
251.0,33,4,4,5,1,1,3,3,0,0.6951807228915663,1
252.0,25,3,3,1,1,1,3,2,0,0.5833333333333334,1
253.0,26,4,4,1,1,0,1,4,0,0.45089285714285715,1
254.0,48,1,3,4,1,1,3,3,1,0.3656565656565657,1
257.0,44,1,2,7,1,1,3,4,0,0.5388059701492537,1
259.0,39,3,3,1,0,1,3,4,0,0.4155065082059989,1
260.0,47,1,2,7,1,0,3,2,0,0.5388059701492537,1
261.0,43,1,3,5,1,0,3,2,0,0.41117216117216115,1
262.0,29,3,3,3,1,0,2,4,0,0.5024390243902439,1
263.0,22,3,3,0,1,1,2,2,0,0.4215484250809538,1
264.0,31,2,4,5,1,1,3,2,0,0.44239631336405527,1
265.0,22,4,4,0,1,1,1,3,0,0.4704641350210971,1
266.0,45,3,4,6,1,1,2,4,0,0.5064102564102564,1
268.0,38,3,3,7,1,1,3,1,0,0.6944444444444444,1
269.0,47,1,1,6,1,0,3,1,0,0.5388059701492537,1
270.0,30,4,4,2,1,1,1,4,0,0.6666666666666667,1
271.0,28,3,4,1,1,1,3,4,0,0.65,1
272.0,25,3,4,1,1,1,2,1,0,0.43431935919202475,1
274.0,23,3,4,2,1,0,2,3,0,0.5,1
275.0,35,3,4,1,0,1,2,3,0,0.49467649467649466,1
276.0,47,2,1,5,0,1,2,4,0,0.41538461538461535,1
277.0,35,2,3,0,1,1,2,4,0,0.4729227761485826,1
278.0,44,3,4,6,1,1,3,4,0,0.5064102564102564,1
279.0,48,4,4,3,1,1,2,4,0,0.5892857142857143,1
282.0,22,4,4,0,1,1,1,4,0,0.41139240506329117,1
283.0,41,3,3,5,1,1,3,4,0,0.7305555555555556,1
284.0,29,2,4,2,1,0,4,4,1,0.5932937181663838,1
285.0,44,4,4,5,0,1,2,4,0,0.5416666666666666,1
286.0,22,4,4,0,1,0,1,4,0,0.41139240506329117,1
287.0,23,2,4,4,1,1,3,3,0,0.4622689938398357,1
288.0,22,2,1,0,1,1,3,2,0,0.48484848484848486,1
289.0,35,1,3,0,1,1,2,2,1,0.4729227761485826,1
290.0,24,4,4,1,1,1,2,2,0,0.45833333333333337,1
291.0,36,4,4,4,1,1,1,4,0,0.8083333333333333,1
292.0,47,1,2,2,1,1,2,4,0,0.44999999999999996,1
293.0,40,4,4,3,1,1,3,4,0,0.4155065082059989,1
294.0,29,4,4,1,1,1,1,3,0,0.4206023271731691,1
295.0,49,3,4,6,1,1,1,4,0,0.4956521739130435,1
296.0,49,3,4,9,1,1,1,4,0,0.55,1
297.0,47,4,4,2,1,1,1,4,0,0.4,1
298.0,28,4,4,3,0,1,1,4,0,0.45090535747619936,1
299.0,26,4,4,1,1,1,1,4,0,0.47549019607843135,1
300.0,29,1,2,7,1,1,2,4,0,0.4398496240601504,1
301.0,29,4,2,0,1,0,2,2,0,0.45996038483305035,1
303.0,24,2,4,2,1,1,3,4,0,0.5666666666666667,1
304.0,23,4,4,1,1,0,2,4,0,0.44092827004219415,1
306.0,44,1,2,2,1,1,2,4,0,0.4111111111111111,1
308.0,21,3,3,0,1,1,2,2,0,0.4215484250809538,1
309.0,22,3,4,2,1,1,2,3,0,0.5738636363636364,1
310.0,47,3,4,3,1,1,2,3,0,0.3656565656565657,1
312.0,25,1,4,2,1,0,3,3,1,0.49061032863849763,1
313.0,40,4,4,2,1,1,3,4,0,0.4155065082059989,1
314.0,36,2,2,0,0,0,3,3,0,0.4729227761485826,1
315.0,37,2,3,5,0,0,2,4,0,0.488,1
316.0,28,1,4,2,1,0,2,3,0,0.43214285714285716,1
317.0,30,3,3,5,1,0,3,4,0,0.6944444444444444,1
318.0,16,3,4,1,1,1,3,3,0,0.675,1
319.0,32,2,3,4,0,1,2,4,0,0.47096774193548385,1
320.0,40,4,4,3,0,1,3,4,0,0.5032258064516129,1
321.0,40,1,1,2,1,0,3,4,0,0.5032258064516129,1
322.0,45,3,4,2,0,1,1,4,0,0.4666666666666667,1
323.0,21,1,3,0,1,0,3,4,1,0.40025889229573697,1
324.0,28,4,4,1,0,1,1,3,0,0.41226899383983573,1
325.0,25,4,4,1,0,1,2,3,0,0.3948717948717949,1
326.0,44,1,3,4,1,1,3,3,1,0.41117216117216115,1
327.0,35,4,4,2,0,1,3,4,0,0.49467649467649466,1
328.0,49,4,4,4,1,1,3,4,0,0.5476190476190477,1
330.0,32,3,4,1,0,1,2,4,0,0.5111111111111111,1
331.0,35,1,2,0,1,0,4,4,0,0.4729227761485826,1
332.0,21,1,2,1,1,0,3,4,0,0.40025889229573697,1
333.0,47,4,4,1,0,1,1,4,0,0.3833333333333333,1
335.0,31,2,2,8,1,1,2,2,1,0.6486289987536352,1
337.0,30,4,4,3,1,0,2,4,0,0.46285140562248994,1
338.0,25,4,4,0,1,0,2,4,0,0.3821407887116306,1
339.0,28,3,4,3,1,1,2,1,0,0.5691056910569106,1
340.0,30,2,3,4,1,0,3,2,0,0.6041666666666666,1
341.0,42,3,3,8,1,1,4,3,0,0.5388059701492537,1
342.0,23,4,4,0,0,1,2,4,0,0.6371308016877637,1
343.0,45,3,4,3,0,1,3,4,0,0.5333333333333334,1
344.0,21,4,4,1,1,1,3,3,0,0.5738636363636364,1
345.0,28,4,4,1,0,1,2,4,0,0.5416666666666666,1
346.0,33,4,4,1,0,0,3,4,0,0.4321266968325792,1
348.0,25,2,2,3,1,1,3,3,0,0.5952380952380952,1
350.0,19,2,2,2,1,1,3,1,0,0.44846613195948715,1
351.0,40,1,2,6,1,1,3,1,1,0.3365591397849462,1
352.0,24,2,2,2,1,1,3,1,1,0.43615086102352657,1
353.0,32,2,2,1,1,1,2,1,0,0.5581771170006464,1
354.0,35,2,3,8,1,1,3,2,0,0.6486289987536352,1
355.0,27,2,2,1,1,0,3,2,1,0.5432937181663837,1
356.0,23,2,4,2,1,1,1,4,0,0.6428571428571429,1
358.0,49,2,3,0,1,1,1,2,0,0.44999999999999996,1
361.0,43,3,3,4,1,1,2,4,0,0.7305555555555556,1
363.0,30,2,3,2,1,0,2,4,0,0.5392156862745099,1
364.0,29,3,2,0,1,1,2,2,0,0.45996038483305035,1
365.0,20,2,3,3,1,1,3,4,0,0.45996038483305035,1
366.0,42,3,3,3,1,0,2,4,0,0.7305555555555556,1
367.0,23,4,4,1,1,1,2,3,0,0.5416666666666666,1
368.0,34,2,3,7,1,0,3,3,0,0.6701807228915663,1
369.0,23,3,3,6,1,1,3,3,0,0.42937425699773046,1
370.0,38,3,3,5,1,1,1,4,0,0.488,1
371.0,37,2,3,4,1,1,2,3,0,0.46375757575757576,1
374.0,49,1,3,0,1,1,3,3,1,0.4666666666666667,1
375.0,23,3,3,2,1,1,2,2,0,0.7181818181818183,1
376.0,40,3,3,3,1,1,2,2,1,0.3820136852394917,1
377.0,32,2,4,5,1,1,2,3,0,0.47096774193548385,1
378.0,18,2,3,1,1,1,2,3,0,0.44846613195948715,1
379.0,46,1,2,8,1,1,3,3,1,0.6388059701492538,1
380.0,37,3,3,6,1,1,2,2,0,0.6944444444444444,1
381.0,38,2,4,5,0,1,2,2,0,0.46375757575757576,1
382.0,37,2,3,2,0,0,3,3,0,0.4079877112135176,1
383.0,25,2,3,1,1,0,2,1,0,0.45996038483305035,1
384.0,38,2,4,5,1,1,3,3,0,0.46375757575757576,1
385.0,39,4,4,2,1,0,1,4,0,0.4155065082059989,1
387.0,19,4,4,0,0,1,3,4,0,0.45996038483305035,1
390.0,33,4,4,0,1,0,3,3,0,0.5105580693815988,1
391.0,33,4,4,5,1,1,3,4,0,0.6951807228915663,1
392.0,47,1,4,6,1,1,1,4,0,0.3933150183150183,1
393.0,25,3,3,0,1,1,3,4,0,0.3821407887116306,1
394.0,29,4,4,0,1,0,2,4,0,0.5125313283208021,1
395.0,37,4,4,2,0,1,1,4,0,0.5032258064516129,1
396.0,49,1,3,6,1,1,2,4,0,0.6,1
397.0,48,1,1,8,1,0,2,2,1,0.5388059701492537,1
398.0,19,2,2,0,1,1,2,2,0,0.44846613195948715,1
399.0,46,1,2,3,1,1,2,1,1,0.4666666666666667,1
400.0,39,1,2,2,1,1,3,1,1,0.4365591397849462,1
401.0,30,3,4,5,1,1,1,4,0,0.5178571428571428,1
402.0,40,2,2,8,1,1,2,2,0,0.5388059701492537,1
403.0,43,1,2,1,1,1,3,4,1,0.4111111111111111,1
405.0,23,3,3,2,1,1,3,3,0,0.506578947368421,1
406.0,24,2,2,3,1,1,2,4,0,0.423943661971831,1
407.0,47,3,3,2,1,1,2,4,0,0.3656565656565657,1
409.0,19,3,3,1,1,1,2,4,0,0.5432937181663837,1
410.0,45,2,3,4,1,0,2,4,0,0.5,1
411.0,42,2,4,2,1,1,3,4,0,0.33146853146853145,1
412.0,47,1,1,1,1,1,3,4,0,0.55,1
413.0,25,2,2,2,1,1,3,1,0,0.5416666666666666,1
414.0,20,2,3,3,1,1,3,4,0,0.45996038483305035,1
415.0,33,3,3,6,1,1,3,4,0,0.6794717500161183,2
416.0,46,4,3,5,1,1,1,4,0,0.6648185483870968,2
417.0,35,4,4,4,1,1,1,4,0,0.7708333333333333,2
418.0,26,4,4,2,1,0,1,4,0,0.6445452709107012,2
419.0,36,3,3,5,1,0,1,3,0,0.537037037037037,2
420.0,37,3,4,3,1,1,1,3,0,0.7467532467532467,2
421.0,44,2,4,4,1,1,3,3,0,0.6320033955857385,2
422.0,32,4,4,2,1,1,1,4,0,0.5833333333333334,2
423.0,25,2,4,6,1,1,3,4,0,0.6567262319176916,2
425.0,30,4,4,2,0,0,1,4,0,0.6512598992080634,2
426.0,39,4,4,4,1,1,1,4,0,0.7833723653395785,2
427.0,26,1,1,2,1,1,3,4,0,0.6567262319176916,2
428.0,30,2,4,3,1,1,3,4,0,0.6837349397590362,2
429.0,38,4,4,4,0,0,1,2,0,0.5486700622524052,2
430.0,23,4,4,1,1,1,1,2,0,0.6672966711376661,2
431.0,18,3,4,1,1,1,3,4,0,0.7891156462585034,2
432.0,25,3,4,3,1,1,2,3,0,0.6608292313517607,2
433.0,37,4,4,2,1,0,3,3,0,0.5820033955857385,2
435.0,45,4,4,7,1,1,1,4,0,0.5555555555555556,2
437.0,33,2,2,3,1,1,2,3,0,0.5659340659340659,2
438.0,28,2,3,2,1,1,3,3,0,0.6551901336073999,2
439.0,30,2,4,1,1,0,3,4,0,0.6621025760037131,2
441.0,48,4,3,7,1,0,2,4,0,0.6648185483870968,2
442.0,46,4,4,2,1,0,1,4,0,0.6648185483870968,2
443.0,32,4,4,2,0,0,1,4,0,0.4992809288294925,2
444.0,49,4,4,10,1,1,1,4,0,0.757648401826484,2
447.0,35,4,4,5,0,0,1,4,0,0.5486700622524052,2
451.0,26,2,4,2,1,1,1,3,0,0.6445452709107012,2
452.0,25,3,3,1,1,1,3,1,0,0.9003496503496504,2
