% 1. Title of Database: Annealing Data
%
% 2. Source Information: donated by David Sterling and Wray Buntine.
%
% 3. Past Usage: unknown
%
% 4. Relevant Information:
%    -- Explanation: I suspect this was left by Ross Quinlan in 1987 at the
%       4th Machine Learning Workshop.  I'd have to check with Jeff Schlimmer
%       to double check this.
%
% 5. Number of Instances: 798
%
% 6. Number of Attributes: 38
%    -- 6 continuously-valued
%    -- 3 integer-valued
%    -- 29 nominal-valued
%
% 7. Attribute Information:
%     1. family:          --,GB,GK,GS,TN,ZA,ZF,ZH,ZM,ZS
%     2. product-type:    C, H, G
%     3. steel:           -,R,A,U,K,M,S,W,V
%     4. carbon:          continuous
%     5. hardness:        continuous
%     6. temper_rolling:  -,T
%     7. condition:       -,S,A,X
%     8. formability:     -,1,2,3,4,5
%     9. strength:        continuous
%    10. non-ageing:      -,N
%    11. surface-finish:  P,M,-
%    12. surface-quality: -,D,E,F,G
%    13. enamelability:   -,1,2,3,4,5
%    14. bc:              Y,-
%    15. bf:              Y,-
%    16. bt:              Y,-
%    17. bw/me:           B,M,-
%    18. bl:              Y,-
%    19. m:               Y,-
%    20. chrom:           C,-
%    21. phos:            P,-
%    22. cbond:           Y,-
%    23. marvi:           Y,-
%    24. exptl:           Y,-
%    25. ferro:           Y,-
%    26. corr:            Y,-
%    27. blue/bright/varn/clean:          B,R,V,C,-
%    28. lustre:          Y,-
%    29. jurofm:          Y,-
%    30. s:               Y,-
%    31. p:               Y,-
%    32. shape:           COIL, SHEET
%    33. thick:           continuous
%    34. width:           continuous
%    35. len:             continuous
%    36. oil:             -,Y,N
%    37. bore:            0000,0500,0600,0760
%    38. packing: -,1,2,3
%    classes:        1,2,3,4,5,U
%
%    -- The '-' values are actually 'not_applicable' values rather than
%       'missing_values' (and so can be treated as legal discrete
%       values rather than as showing the absence of a discrete value).
%
% 8. Missing Attribute Values: Signified with "?"
%    Attribute:  Number of instances missing its value:
%    1           0
%    2           0
%    3           70
%    4           0
%    5           0
%    6           675
%    7           271
%    8           283
%    9           0
%   10           703
%   11           790
%   12           217
%   13           785
%   14           797
%   15           680
%   16           736
%   17           609
%   18           662
%   19           798
%   20           775
%   21           791
%   22           730
%   23           798
%   24           796
%   25           772
%   26           798
%   27           793
%   28           753
%   29           798
%   30           798
%   31           798
%   32           0
%   33           0
%   34           0
%   35           0
%   36           740
%   37           0
%   38           789
%   39           0
%
% 9. Distribution of Classes
%      Class Name:   Number of Instances:
%      1               8
%      2              88
%      3             608
%      4               0
%      5              60
%      U              34
%                    ---
%                    798
%
@RELATION anneal

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE family {GB, GK, GS, TN, ZA, ZF, ZH, ZM, ZS}
@ATTRIBUTE product-type {C, H, G}
@ATTRIBUTE steel {R, A, U, K, M, S, W, V}
@ATTRIBUTE carbon REAL
@ATTRIBUTE hardness REAL
@ATTRIBUTE temper_rolling {T}
@ATTRIBUTE condition {S, A, X}
@ATTRIBUTE formability {1, 2, 3, 4, 5}
@ATTRIBUTE strength REAL
@ATTRIBUTE non-ageing {N}
@ATTRIBUTE surface-finish {P, M}
@ATTRIBUTE surface-quality {D, E, F, G}
@ATTRIBUTE enamelability {1, 2, 3, 4, 5}
@ATTRIBUTE bc {Y}
@ATTRIBUTE bf {Y}
@ATTRIBUTE bt {Y}
@ATTRIBUTE "bw%2Fme" {B, M}
@ATTRIBUTE bl {Y}
@ATTRIBUTE m {Y}
@ATTRIBUTE chrom {C}
@ATTRIBUTE phos {P}
@ATTRIBUTE cbond {Y}
@ATTRIBUTE marvi {Y}
@ATTRIBUTE exptl {Y}
@ATTRIBUTE ferro {Y}
@ATTRIBUTE corr {Y}
@ATTRIBUTE "blue%2Fbright%2Fvarn%2Fclean" {B, R, V, C}
@ATTRIBUTE lustre {Y}
@ATTRIBUTE jurofm {Y}
@ATTRIBUTE s {Y}
@ATTRIBUTE p {Y}
@ATTRIBUTE shape {COIL, SHEET}
@ATTRIBUTE thick REAL
@ATTRIBUTE width REAL
@ATTRIBUTE len REAL
@ATTRIBUTE oil {Y, N}
@ATTRIBUTE bore {0, 500, 600, 760}
@ATTRIBUTE packing {1, 2, 3}
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE class {1, 2, 3, 4, 5, U}

@DATA
21.0,?,C,K,55.0,0.0,T,S,2,0.0,N,?,F,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.8,610.0,0.0,Y,0,?,0.33967756381549485,3
22.0,?,C,A,0.0,85.0,T,S,2,0.0,N,?,G,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.001,50.0,0.0,Y,0,?,0.6645194986072424,U
24.0,?,C,A,3.0,0.0,T,S,2,0.0,N,?,G,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.5,610.0,0.0,Y,0,?,0.7444289693593314,1
26.0,?,C,A,0.0,60.0,T,S,2,0.0,N,?,G,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.8,356.0,4880.0,Y,0,?,0.48684210526315785,3
27.0,?,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.7,609.9,4170.0,Y,0,?,0.3074002177306174,3
28.0,?,C,K,55.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.8,900.0,0.0,Y,0,?,0.33967756381549485,3
29.0,?,C,W,0.0,0.0,T,S,2,310.0,N,?,G,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.6,610.0,0.0,Y,500,?,0.38421052631578945,3
32.0,?,C,A,0.0,45.0,T,S,2,0.0,N,?,D,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.699,1320.0,762.0,Y,0,?,0.4368421052631579,3
34.0,?,C,A,0.0,0.0,T,S,3,0.0,N,?,F,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.75,1320.0,4880.0,Y,0,?,0.3074002177306174,3
35.0,TN,C,A,0.0,0.0,T,S,3,0.0,N,?,F,?,?,Y,?,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.6,1220.0,0.0,Y,0,?,0.8226950354609929,5
36.0,TN,C,M,0.0,0.0,T,S,3,350.0,N,?,G,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.399,1320.0,0.0,Y,0,?,0.5175438596491229,3
37.0,TN,C,A,0.0,50.0,T,S,3,0.0,N,?,G,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.6,1320.0,0.0,Y,0,?,0.3486750348675035,3
38.0,TN,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.651,20.0,0.0,Y,0,?,0.33015651634898496,3
40.0,ZS,C,A,0.0,0.0,T,S,3,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.6,50.0,0.0,Y,0,?,0.31769954183747284,3
41.0,ZS,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.699,1320.0,4880.0,Y,0,?,0.30960237584557004,3
42.0,ZS,C,A,0.0,50.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.7,610.0,0.0,Y,0,?,0.31769954183747284,3
43.0,ZS,C,R,0.0,0.0,T,S,3,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.6,610.0,762.0,Y,0,?,0.30960237584557004,3
45.0,ZS,C,A,0.0,0.0,T,S,2,0.0,N,?,F,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.6,610.0,301.0,Y,0,?,0.3074002177306174,3
46.0,ZS,C,R,0.0,0.0,T,S,3,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.601,610.0,4880.0,Y,0,?,0.30960237584557004,3
47.0,ZS,C,A,0.0,45.0,T,S,3,0.0,N,?,D,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.7,1320.0,4880.0,Y,0,?,0.40316962730755834,3
48.0,ZS,C,W,0.0,0.0,T,S,3,310.0,N,?,G,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,2.5,1274.9,0.0,Y,500,?,0.38421052631578945,3
50.0,ZS,C,A,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.7,609.9,762.0,Y,0,?,0.3074002177306174,3
51.0,ZS,C,A,0.0,0.0,T,S,1,0.0,N,?,G,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.3,1320.0,761.0,Y,0,?,0.3074002177306174,3
52.0,ZS,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,1.599,1300.0,762.0,Y,0,?,0.30960237584557004,3
53.0,ZS,C,A,0.0,45.0,T,S,2,0.0,N,?,D,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.599,150.0,4880.0,Y,0,?,0.40316962730755834,3
55.0,ZS,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.7,374.9,4880.0,Y,0,?,0.30960237584557004,3
56.0,ZS,C,R,0.0,0.0,T,A,2,0.0,N,?,G,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.301,610.0,762.0,Y,0,?,0.3508771929824561,3
57.0,ZS,C,A,0.0,0.0,T,A,2,500.0,N,?,G,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.6,1320.0,0.0,Y,0,?,0.3508771929824561,3
58.0,ZS,C,A,0.0,0.0,T,S,2,0.0,N,?,G,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,3.2,1300.0,762.0,Y,0,?,0.3074002177306174,3
59.0,ZS,C,A,0.0,0.0,T,S,5,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,1.2,610.0,762.0,Y,0,?,0.3074002177306174,3
60.0,ZS,C,A,0.0,0.0,T,S,5,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,1.2,610.0,4880.0,Y,0,?,0.3074002177306174,3
61.0,ZS,C,A,0.0,0.0,T,S,3,0.0,N,?,F,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.6,1220.0,762.0,Y,0,?,0.3074002177306174,3
62.0,ZS,C,A,0.0,45.0,T,S,3,0.0,N,?,D,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.301,610.0,0.0,Y,0,?,0.31769954183747284,3
64.0,ZS,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,1.6,500.0,762.0,Y,0,?,0.30960237584557004,3
68.0,ZS,C,A,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,?,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.4,20.0,0.0,Y,0,?,0.31769954183747284,3
69.0,TN,C,A,0.0,0.0,T,S,3,0.0,N,?,E,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.6,250.0,0.0,Y,0,?,0.727741935483871,5
71.0,TN,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,3.5,610.0,0.0,Y,600,?,0.35897435897435903,3
73.0,TN,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.799,1300.0,0.0,Y,0,?,0.33015651634898496,3
74.0,TN,C,A,4.0,0.0,T,S,2,0.0,N,?,G,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.5,1130.0,0.0,Y,0,?,0.3486750348675035,3
75.0,TN,C,R,0.0,0.0,T,S,3,0.0,N,?,E,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.6,609.0,612.0,Y,0,?,0.3124431508095325,3
79.0,TN,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,3.2,1320.0,4880.0,Y,0,?,0.3124431508095325,3
80.0,TN,C,A,0.0,45.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.7,610.0,0.0,Y,0,?,0.4320083682008368,3
81.0,TN,C,A,0.0,0.0,T,S,2,0.0,N,?,F,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.6,610.0,762.0,Y,0,?,0.3124431508095325,3
83.0,TN,C,A,0.0,50.0,T,S,2,0.0,N,?,G,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.8,609.9,0.0,Y,0,?,0.3486750348675035,3
85.0,TN,C,K,45.0,0.0,T,S,2,0.0,N,?,G,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,3.2,640.0,0.0,Y,600,?,0.35897435897435903,3
87.0,TN,C,A,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.6,610.0,0.0,Y,0,3,0.35897435897435903,3
88.0,TN,C,M,0.0,0.0,T,S,2,600.0,N,?,G,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.6,1090.0,0.0,Y,0,3,0.8494623655913979,2
89.0,TN,C,M,0.0,0.0,T,A,1,0.0,N,?,G,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.5,610.0,0.0,Y,0,3,0.727741935483871,5
90.0,TN,C,A,10.0,0.0,T,A,1,0.0,N,?,E,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.201,1320.0,0.0,Y,0,3,0.6657608695652174,U
91.0,TN,C,A,0.0,0.0,T,S,1,0.0,N,?,G,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.3,610.0,762.0,Y,0,3,0.3124431508095325,3
92.0,TN,C,A,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.7,1320.1,4880.0,Y,0,3,0.3124431508095325,3
93.0,TN,C,A,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.7,610.0,4880.0,Y,0,3,0.3124431508095325,3
94.0,TN,C,K,55.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.5,640.0,0.0,Y,0,3,0.35897435897435903,3
95.0,TN,C,A,0.0,45.0,T,S,2,0.0,N,?,D,?,?,Y,Y,M,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.599,609.9,4880.0,Y,0,3,0.3124431508095325,3
98.0,TN,C,A,0.0,0.0,T,S,3,0.0,N,?,D,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.6,610.0,0.0,Y,0,3,0.727741935483871,5
99.0,TN,C,R,0.0,0.0,T,S,2,0.0,N,?,D,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,1.599,610.0,4880.0,Y,0,3,0.8494623655913979,2
100.0,TN,C,R,0.0,0.0,T,S,2,0.0,N,?,D,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,2.0,610.0,612.0,Y,0,3,0.8494623655913979,2
101.0,TN,C,R,0.0,0.0,T,S,2,500.0,N,?,D,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,1.0,610.0,4880.0,Y,0,3,0.6666666666666667,3
102.0,TN,C,A,0.0,0.0,T,S,2,0.0,N,?,F,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.999,610.0,762.0,Y,0,3,0.3124431508095325,3
103.0,TN,C,A,0.0,0.0,T,S,2,0.0,N,?,F,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.699,610.0,761.0,Y,0,3,0.3124431508095325,3
104.0,TN,C,R,6.0,0.0,T,S,2,0.0,N,?,F,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,0.5,25.0,0.0,Y,0,3,0.33015651634898496,3
105.0,TN,C,A,0.0,45.0,T,S,2,0.0,N,?,D,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.7,610.0,762.0,Y,0,3,0.3124431508095325,3
106.0,TN,C,A,0.0,45.0,T,S,2,0.0,N,?,D,?,?,Y,Y,B,Y,?,C,?,Y,?,?,?,?,?,Y,?,?,?,COIL,1.6,610.0,0.0,Y,0,3,0.4320083682008368,3
107.0,TN,C,A,0.0,0.0,T,S,3,0.0,N,?,D,?,?,Y,Y,B,Y,?,C,P,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.5,1220.0,4880.0,Y,0,3,0.727741935483871,5
108.0,TN,C,R,0.0,0.0,T,S,2,0.0,N,?,E,?,?,Y,Y,B,Y,?,C,P,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.7,1300.0,4880.0,Y,0,3,0.3124431508095325,3
111.0,TN,C,A,0.0,70.0,T,S,2,0.0,N,?,G,?,?,Y,Y,B,Y,?,C,P,Y,?,?,?,?,?,Y,?,?,?,COIL,0.8,50.0,0.0,Y,0,3,0.5833333333333333,3
112.0,TN,C,A,0.0,0.0,T,S,3,0.0,N,?,G,?,?,Y,Y,B,Y,?,C,P,Y,?,?,?,?,?,Y,?,?,?,SHEET,0.6,1220.0,761.0,Y,0,3,0.727741935483871,5
