% 1. Title: Contraceptive Method Choice
%
% 2. Sources:
%    (a) Origin:  This dataset is a subset of the 1987 National Indonesia
%                 Contraceptive Prevalence Survey
%    (b) Creator: Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Donor:   Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Date:    June 7, 1997
%
% 3. Past Usage:
%    Lim, T.-S., Loh, W.-Y. & Shih, Y.-S. (1999). A Comparison of
%    Prediction Accuracy, Complexity, and Training Time of Thirty-three
%    Old and New Classification Algorithms. Machine Learning. Forthcoming.
%    (ftp://ftp.stat.wisc.edu/pub/loh/treeprogs/quest1.7/mach1317.pdf or
%    (http://www.stat.wisc.edu/~limt/mach1317.pdf)
%
% 4. Relevant Information:
%    This dataset is a subset of the 1987 National Indonesia Contraceptive
%    Prevalence Survey. The samples are married women who were either not
%    pregnant or do not know if they were at the time of interview. The
%    problem is to predict the current contraceptive method choice
%    (no use, long-term methods, or short-term methods) of a woman based
%    on her demographic and socio-economic characteristics.
%
% 5. Number of Instances: 1473
%
% 6. Number of Attributes: 10 (including the class attribute)
%
% 7. Attribute Information:
%
%    1. Wife's age                     (numerical)
%    2. Wife's education               (categorical)      1=low, 2, 3, 4=high
%    3. Husband's education            (categorical)      1=low, 2, 3, 4=high
%    4. Number of children ever born   (numerical)
%    5. Wife's religion                (binary)           0=Non-Islam, 1=Islam
%    6. Wife's now working?            (binary)           0=Yes, 1=No
%    7. Husband's occupation           (categorical)      1, 2, 3, 4
%    8. Standard-of-living index       (categorical)      1=low, 2, 3, 4=high
%    9. Media exposure                 (binary)           0=Good, 1=Not good
%    10. Contraceptive method used     (class attribute)  1=No-use
%                                                         2=Long-term
%                                                         3=Short-term
%
% 8. Missing Attribute Values: None
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
@RELATION cmc

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE Wifes_age INTEGER
@ATTRIBUTE Wifes_education {1, 2, 3, 4}
@ATTRIBUTE Husbands_education {1, 2, 3, 4}
@ATTRIBUTE Number_of_children_ever_born INTEGER
@ATTRIBUTE Wifes_religion {0, 1}
@ATTRIBUTE "Wifes_now_working%3F" {0, 1}
@ATTRIBUTE Husbands_occupation {1, 2, 3, 4}
@ATTRIBUTE Standard-of-living_index {1, 2, 3, 4}
@ATTRIBUTE Media_exposure {0, 1}
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE Contraceptive_method_used {1, 2, 3}

@DATA
53.0,34,4,4,1,0,0,2,3,0,0.3839285714285714,1
54.0,36,2,4,5,1,1,2,3,0,0.46111111111111114,1
55.0,20,2,2,2,1,1,2,2,1,0.538961038961039,1
56.0,43,4,4,5,1,0,1,4,0,0.7030075187969925,1
57.0,37,3,4,7,1,1,2,1,0,0.5784632034632035,1
58.0,21,2,3,0,1,1,3,4,0,0.4784254595617722,1
59.0,49,4,4,6,1,1,1,2,0,0.44995759117896517,1
60.0,42,3,3,10,1,1,3,3,0,0.363196894848271,1
62.0,47,1,2,2,1,0,1,3,0,0.40829092451229854,1
63.0,22,2,3,1,1,1,2,1,0,0.4784254595617722,1
64.0,27,2,4,1,1,0,1,3,0,0.47514677103718195,1
65.0,24,2,4,1,1,1,3,1,0,0.47365423372374915,1
66.0,44,4,2,8,1,1,3,3,0,0.6,1
67.0,30,2,3,3,1,1,3,1,0,0.6873015873015873,1
70.0,47,2,3,4,1,1,2,3,0,0.39778367813548693,1
71.0,48,2,3,8,1,1,1,4,0,0.46290257499773546,1
72.0,29,2,3,1,1,1,1,1,0,0.46462639109697934,1
76.0,29,4,4,0,1,0,2,4,0,0.4175675675675675,1
77.0,45,3,4,3,1,1,1,4,0,0.5289855072463768,1
78.0,33,2,3,2,1,1,3,2,0,0.554958183990442,1
79.0,38,4,4,1,1,0,1,4,0,0.4261942423283771,1
80.0,24,4,4,0,0,1,1,4,0,0.550146771037182,1
81.0,49,4,4,6,0,0,1,4,0,0.6071428571428572,1
82.0,24,2,4,1,1,0,4,4,0,0.5387831346735457,1
83.0,28,4,4,0,0,0,1,4,0,0.4842342342342342,1
84.0,30,4,4,2,1,1,1,4,0,0.5416666666666666,1
85.0,33,4,4,2,1,1,1,4,0,0.5526864893062076,1
86.0,25,4,4,1,1,1,1,3,0,0.48159838394040777,1
87.0,35,4,4,3,0,1,1,4,0,0.6464646464646464,1
88.0,27,2,4,4,1,1,1,4,0,0.6994301994301995,1
90.0,25,2,3,0,1,1,2,1,0,0.47365423372374915,1
91.0,46,2,4,6,1,1,1,4,0,0.46290257499773546,1
92.0,26,2,2,3,1,1,2,1,0,0.49147330164942693,1
94.0,47,1,2,3,1,1,1,3,0,0.40829092451229854,1
95.0,41,1,3,10,1,1,2,3,1,0.4305045871559633,1
96.0,41,2,3,1,1,0,2,3,0,0.5958646616541353,1
97.0,28,4,4,5,1,1,2,1,0,0.7148148148148148,1
98.0,17,2,2,3,1,1,3,1,0,0.5404040404040404,1
99.0,27,2,3,5,1,1,2,1,0,0.6733053808525507,1
100.0,27,1,2,4,1,1,3,1,1,0.6733053808525507,1
101.0,19,2,3,0,1,0,2,2,0,0.46555081144122246,1
102.0,27,2,4,3,1,0,3,2,0,0.363022113022113,1
103.0,26,4,3,4,1,1,2,3,0,0.6994301994301995,1
104.0,23,2,4,2,1,1,3,3,0,0.5387831346735457,1
105.0,40,3,3,3,1,1,3,2,0,0.4978122794636556,1
106.0,22,4,4,0,1,1,1,1,0,0.5322896281800391,1
107.0,44,3,4,4,1,0,1,3,0,0.6077694235588973,1
109.0,26,2,3,3,1,1,3,1,0,0.49147330164942693,1
110.0,45,4,4,1,1,0,3,3,0,0.48976982097186705,1
111.0,32,3,3,7,1,0,2,3,0,0.6944444444444444,1
112.0,21,4,4,1,1,1,1,4,0,0.6648148148148147,1
113.0,31,2,2,4,1,1,3,3,0,0.6428571428571429,1
115.0,37,4,4,1,1,1,1,4,0,0.4261942423283771,1
117.0,44,3,4,1,1,1,1,3,0,0.44995759117896517,1
118.0,49,4,3,5,1,1,2,3,0,0.39867553989691396,1
120.0,38,1,2,1,1,1,2,4,1,0.35096153846153844,1
121.0,36,2,3,5,1,1,2,3,0,0.46111111111111114,1
122.0,26,3,4,2,1,1,3,3,0,0.525146771037182,1
123.0,20,2,3,1,0,1,3,2,0,0.46555081144122246,1
124.0,44,2,1,3,1,0,3,2,0,0.5332909245122985,1
125.0,31,3,4,2,1,1,1,2,1,0.46462639109697934,1
126.0,45,4,4,1,1,1,1,3,0,0.44995759117896517,1
128.0,43,1,3,2,1,0,2,2,1,0.5252264083832663,1
129.0,25,3,4,0,1,1,1,3,0,0.47365423372374915,1
130.0,48,3,4,3,1,1,3,1,0,0.39778367813548693,1
133.0,28,3,4,1,1,1,3,1,1,0.34534534534534533,1
134.0,26,4,4,1,1,1,1,3,0,0.48159838394040777,1
135.0,26,3,3,3,1,0,2,4,0,0.6994301994301995,1
136.0,24,4,4,2,1,1,3,3,0,0.575146771037182,1
137.0,21,3,3,2,1,1,2,2,0,0.538961038961039,1
138.0,30,4,4,2,0,1,3,1,0,0.5555555555555556,1
139.0,20,4,4,1,1,1,1,4,0,0.6585648148148149,1
140.0,33,4,4,2,1,1,1,3,0,0.5526864893062076,1
141.0,30,4,4,0,0,0,3,3,0,0.44256756756756754,1
142.0,47,4,4,1,1,0,1,3,0,0.47079092451229854,1
143.0,35,4,4,2,0,1,3,3,0,0.5833333333333334,1
144.0,30,2,4,2,1,1,3,4,0,0.611111111111111,1
145.0,33,4,4,3,1,1,1,4,0,0.6267605633802817,1
146.0,45,4,4,4,1,1,2,3,0,0.6077694235588973,1
147.0,41,4,4,2,1,1,1,4,0,0.7062542720437457,1
148.0,32,4,4,1,1,0,1,3,0,0.6267605633802817,1
150.0,44,4,4,3,1,1,2,4,0,0.5289855072463768,1
151.0,21,1,3,4,1,1,3,2,0,0.4784254595617722,1
152.0,44,3,4,2,1,1,1,4,1,0.44995759117896517,1
155.0,47,1,1,7,1,1,2,3,1,0.49757663879801284,1
156.0,35,4,4,2,1,0,2,4,0,0.6464646464646464,1
158.0,45,1,4,5,1,1,1,2,1,0.46290257499773546,1
160.0,23,1,1,3,1,1,2,1,1,0.625,1
161.0,30,4,4,0,1,0,1,4,0,0.31756756756756754,1
163.0,40,3,3,1,1,0,3,3,0,0.4261942423283771,1
165.0,37,3,4,1,1,1,2,4,0,0.5197903014416776,1
166.0,49,3,4,5,1,1,1,4,0,0.39867553989691396,1
168.0,22,4,4,0,1,1,2,4,0,0.49822369411410505,1
170.0,47,4,4,4,1,1,1,4,0,0.4903846153846154,1
171.0,49,2,2,8,1,0,3,1,0,0.46290257499773546,1
172.0,22,2,4,1,1,1,2,4,0,0.4784254595617722,1
174.0,25,3,2,2,1,1,3,2,0,0.6333333333333333,1
175.0,32,2,4,0,1,0,3,4,0,0.33930669800235014,1
177.0,30,2,4,4,1,0,1,4,0,0.5075757575757576,1
178.0,45,2,4,2,1,0,2,4,0,0.48976982097186705,1
179.0,49,2,1,10,1,0,2,4,0,0.46290257499773546,1
181.0,25,2,4,1,1,1,2,2,0,0.47365423372374915,1
182.0,42,1,3,12,1,1,3,3,0,0.6055045871559632,1
183.0,48,2,1,3,1,0,4,3,0,0.49757663879801284,1
184.0,35,3,4,5,1,0,2,2,0,0.5784632034632035,1
186.0,20,2,4,0,1,1,3,2,0,0.46555081144122246,1
187.0,36,2,3,4,1,1,3,1,1,0.6233766233766234,1
188.0,19,3,3,2,1,1,3,2,0,0.5201337701337702,1
189.0,27,3,2,3,1,1,3,2,0,0.7148148148148148,1
192.0,44,1,1,11,1,1,4,1,1,0.5332909245122985,1
194.0,18,3,4,0,1,0,3,1,0,0.5201337701337702,1
196.0,25,2,2,3,1,0,3,1,0,0.49147330164942693,1
197.0,36,3,4,6,1,1,2,4,0,0.6011904761904762,1
198.0,30,1,1,5,1,1,2,2,0,0.6405844155844156,1
199.0,32,2,4,2,1,1,3,3,0,0.33930669800235014,1
200.0,42,1,4,11,0,1,2,2,1,0.4305045871559633,1
201.0,22,2,4,0,1,1,3,3,0,0.4784254595617722,1
202.0,36,2,4,2,1,0,2,4,0,0.32193396226415094,1
203.0,27,2,3,2,1,1,3,3,0,0.42045454545454547,1
204.0,40,3,4,1,1,1,1,2,0,0.4261942423283771,1
205.0,22,2,3,2,1,1,3,1,0,0.4784254595617722,1
206.0,26,2,4,0,1,1,3,1,0,0.49850746268656715,1
207.0,31,3,4,0,1,0,2,3,0,0.4842342342342342,1
208.0,32,4,4,1,1,1,1,4,0,0.5526864893062076,1
209.0,34,2,3,3,1,0,3,2,0,0.554958183990442,1
210.0,40,3,3,1,0,1,3,4,0,0.4261942423283771,1
211.0,45,1,2,1,1,0,3,3,0,0.5252264083832663,1
212.0,26,3,4,3,1,1,3,2,0,0.525146771037182,1
213.0,48,1,3,5,1,1,3,2,0,0.39778367813548693,1
215.0,27,3,4,2,1,0,2,2,0,0.363022113022113,1
216.0,42,3,2,1,1,1,3,3,0,0.6214285714285714,1
218.0,32,3,2,4,1,1,2,2,1,0.6761904761904762,1
219.0,31,3,3,2,1,0,2,3,0,0.625,1
220.0,22,2,3,1,1,1,3,3,0,0.4784254595617722,1
221.0,27,3,4,0,1,1,3,3,0,0.3244168826360607,1
223.0,22,1,2,0,1,1,2,4,0,0.5387831346735457,1
224.0,47,4,4,4,1,1,1,4,0,0.4903846153846154,1
225.0,32,4,4,4,1,0,1,3,0,0.5876906318082789,1
226.0,37,3,3,2,1,1,1,4,0,0.4721712538226299,1
227.0,45,1,3,1,1,1,2,3,1,0.5252264083832663,1
228.0,47,1,4,8,1,1,3,3,0,0.46290257499773546,1
229.0,28,3,4,0,1,1,3,2,0,0.34534534534534533,1
230.0,48,1,3,4,1,1,3,4,1,0.39778367813548693,1
231.0,26,2,4,1,1,1,1,3,0,0.5084801043705154,1
233.0,20,2,3,1,1,1,2,4,0,0.46555081144122246,1
235.0,27,2,3,1,1,0,3,4,0,0.5084801043705154,1
236.0,37,2,3,5,1,0,3,2,0,0.5178571428571428,1
237.0,24,4,4,1,1,1,3,3,0,0.575146771037182,1
238.0,39,3,3,6,1,1,3,3,0,0.4088827838827839,1
239.0,20,3,3,1,1,1,2,3,0,0.46555081144122246,1
240.0,19,3,4,1,1,1,2,3,0,0.46555081144122246,1
241.0,40,3,3,4,1,1,2,2,0,0.4978122794636556,1
242.0,41,1,4,4,1,1,3,3,0,0.7333333333333334,1
243.0,22,4,4,2,1,1,1,3,0,0.6666666666666667,1
244.0,32,3,4,4,1,1,1,4,0,0.5876906318082789,1
246.0,34,4,4,2,1,0,1,3,0,0.7166666666666667,1
247.0,23,4,4,2,1,1,1,4,0,0.5223689932594042,1
248.0,27,4,4,1,1,1,1,2,0,0.47365423372374915,1
249.0,46,3,2,11,1,0,2,2,1,0.46290257499773546,1
250.0,34,4,4,3,0,1,1,2,0,0.575925925925926,1
252.0,25,3,3,1,1,1,3,2,0,0.5142857142857142,1
253.0,26,4,4,1,1,0,1,4,0,0.5833333333333334,1
254.0,48,1,3,4,1,1,3,3,1,0.39778367813548693,1
255.0,36,4,4,2,1,1,3,3,0,0.47916666666666663,1
256.0,38,3,4,2,0,1,2,4,0,0.4261942423283771,1
258.0,44,2,2,1,1,0,3,2,0,0.5252264083832663,1
259.0,39,3,3,1,0,1,3,4,0,0.4261942423283771,1
260.0,47,1,2,7,1,0,3,2,0,0.46290257499773546,1
261.0,43,1,3,5,1,0,3,2,0,0.6077694235588973,1
262.0,29,3,3,3,1,0,2,4,0,0.5216216216216216,1
265.0,22,4,4,0,1,1,1,3,0,0.49822369411410505,1
266.0,45,3,4,6,1,1,2,4,0,0.625,1
267.0,42,3,4,10,1,0,3,2,0,0.40550458715596327,1
269.0,47,1,1,6,1,0,3,1,0,0.46290257499773546,1
270.0,30,4,4,2,1,1,1,4,0,0.5416666666666666,1
271.0,28,3,4,1,1,1,3,4,0,0.5833333333333334,1
273.0,49,2,4,6,0,1,2,3,0,0.44995759117896517,1
274.0,23,3,4,2,1,0,2,3,0,0.525146771037182,1
275.0,35,3,4,1,0,1,2,3,0,0.47916666666666663,1
276.0,47,2,1,5,0,1,2,4,0,0.44995759117896517,1
277.0,35,2,3,0,1,1,2,4,0,0.4125,1
279.0,48,4,4,3,1,1,2,4,0,0.420940170940171,1
280.0,43,2,3,6,1,0,3,3,0,0.6077694235588973,1
281.0,21,2,4,2,1,1,3,1,0,0.4784254595617722,1
282.0,22,4,4,0,1,1,1,4,0,0.49822369411410505,1
283.0,41,3,3,5,1,1,3,4,0,0.7327694235588973,1
285.0,44,4,4,5,0,1,2,4,0,0.6077694235588973,1
286.0,22,4,4,0,1,0,1,4,0,0.49822369411410505,1
287.0,23,2,4,4,1,1,3,3,0,0.5322896281800391,1
288.0,22,2,1,0,1,1,3,2,0,0.4784254595617722,1
289.0,35,1,3,0,1,1,2,2,1,0.4125,1
290.0,24,4,4,1,1,1,2,2,0,0.550146771037182,1
291.0,36,4,4,4,1,1,1,4,0,0.6666666666666666,1
292.0,47,1,2,2,1,1,2,4,0,0.40829092451229854,1
293.0,40,4,4,3,1,1,3,4,0,0.6564102564102564,1
294.0,29,4,4,1,1,1,1,3,0,0.44914651493598856,1
295.0,49,3,4,6,1,1,1,4,0,0.39867553989691396,1
296.0,49,3,4,9,1,1,1,4,0,0.46290257499773546,1
297.0,47,4,4,2,1,1,1,4,0,0.47079092451229854,1
298.0,28,4,4,3,0,1,1,4,0,0.4649122807017544,1
299.0,26,4,4,1,1,1,1,4,0,0.48159838394040777,1
302.0,25,3,3,1,1,1,3,4,0,0.487646771037182,1
303.0,24,2,4,2,1,1,3,4,0,0.5387831346735457,1
305.0,23,4,4,2,1,0,3,3,0,0.525146771037182,1
306.0,44,1,2,2,1,1,2,4,0,0.5252264083832663,1
307.0,39,3,4,6,1,1,1,4,0,0.6533333333333333,1
308.0,21,3,3,0,1,1,2,2,0,0.6103896103896105,1
309.0,22,3,4,2,1,1,2,3,0,0.5229728579937037,1
310.0,47,3,4,3,1,1,2,3,0,0.39778367813548693,1
311.0,36,3,3,2,1,0,2,4,0,0.32193396226415094,1
312.0,25,1,4,2,1,0,3,3,1,0.7083333333333333,1
314.0,36,2,2,0,0,0,3,3,0,0.3958333333333333,1
315.0,37,2,3,5,0,0,2,4,0,0.6695906432748537,1
316.0,28,1,4,2,1,0,2,3,0,0.363022113022113,1
317.0,30,3,3,5,1,0,3,4,0,0.5216216216216216,1
318.0,16,3,4,1,1,1,3,3,0,0.5201337701337702,1
319.0,32,2,3,4,0,1,2,4,0,0.5717592592592593,1
321.0,40,1,1,2,1,0,3,4,0,0.6696428571428572,1
322.0,45,3,4,2,0,1,1,4,0,0.44995759117896517,1
323.0,21,1,3,0,1,0,3,4,1,0.4784254595617722,1
324.0,28,4,4,1,0,1,1,3,0,0.44914651493598856,1
325.0,25,4,4,1,0,1,2,3,0,0.5625,1
327.0,35,4,4,2,0,1,3,4,0,0.5833333333333334,1
328.0,49,4,4,4,1,1,3,4,0,0.5555555555555556,1
329.0,39,3,4,1,0,1,3,4,0,0.4721712538226299,1
330.0,32,3,4,1,0,1,2,4,0,0.5526864893062076,1
331.0,35,1,2,0,1,0,4,4,0,0.3958333333333333,1
332.0,21,1,2,1,1,0,3,4,0,0.4784254595617722,1
333.0,47,4,4,1,0,1,1,4,0,0.47079092451229854,1
334.0,27,4,4,1,0,1,3,4,0,0.7619047619047619,1
336.0,34,4,3,0,0,0,3,3,0,0.3839285714285714,1
337.0,30,4,4,3,1,0,2,4,0,0.45883092394720304,1
339.0,28,3,4,3,1,1,2,1,0,0.5952380952380952,1
342.0,23,4,4,0,0,1,2,4,0,0.550146771037182,1
343.0,45,3,4,3,0,1,3,4,0,0.5289855072463768,1
344.0,21,4,4,1,1,1,3,3,0,0.671957671957672,1
345.0,28,4,4,1,0,1,2,4,0,0.5,1
346.0,33,4,4,1,0,0,3,4,0,0.3839285714285714,1
347.0,32,1,2,4,1,1,3,2,1,0.6428571428571429,1
348.0,25,2,2,3,1,1,3,3,0,0.5138564484565369,1
349.0,25,3,3,1,1,1,3,1,0,0.5476190476190477,1
350.0,19,2,2,2,1,1,3,1,0,0.5201337701337702,1
351.0,40,1,2,6,1,1,3,1,1,0.3769331585845347,1
352.0,24,2,2,2,1,1,3,1,1,0.5084801043705154,1
353.0,32,2,2,1,1,1,2,1,0,0.554958183990442,1
354.0,35,2,3,8,1,1,3,2,0,0.46111111111111114,1
355.0,27,2,2,1,1,0,3,2,1,0.4842342342342342,1
357.0,22,2,4,4,1,1,3,4,0,0.5322896281800391,1
358.0,49,2,3,0,1,1,1,2,0,0.5610687022900763,1
359.0,25,2,3,0,1,1,2,4,0,0.47365423372374915,1
360.0,18,3,4,1,1,1,3,1,0,0.5201337701337702,1
361.0,43,3,3,4,1,1,2,4,0,0.6458646616541354,1
362.0,37,1,3,0,1,1,3,4,0,0.35096153846153844,1
363.0,30,2,3,2,1,0,2,4,0,0.5606060606060607,1
365.0,20,2,3,3,1,1,3,4,0,0.5904040404040405,1
367.0,23,4,4,1,1,1,2,3,0,0.550146771037182,1
370.0,38,3,3,5,1,1,1,4,0,0.6533333333333333,1
371.0,37,2,3,4,1,1,2,3,0,0.6388888888888888,1
372.0,17,2,3,1,1,1,3,2,0,0.6047297297297297,1
373.0,39,3,4,3,1,1,1,4,0,0.7222222222222222,1
374.0,49,1,3,0,1,1,3,3,1,0.5610687022900763,1
376.0,40,3,3,3,1,1,2,2,1,0.4978122794636556,1
377.0,32,2,4,5,1,1,2,3,0,0.5717592592592593,1
378.0,18,2,3,1,1,1,2,3,0,0.46555081144122246,1
379.0,46,1,2,8,1,1,3,3,1,0.579611650485437,1
380.0,37,3,3,6,1,1,2,2,0,0.5178571428571428,1
381.0,38,2,4,5,0,1,2,2,0,0.4088827838827839,1
382.0,37,2,3,2,0,0,3,3,0,0.35096153846153844,1
384.0,38,2,4,5,1,1,3,3,0,0.4088827838827839,1
385.0,39,4,4,2,1,0,1,4,0,0.7111111111111111,1
386.0,44,4,4,3,1,0,1,4,1,0.5289855072463768,1
387.0,19,4,4,0,0,1,3,4,0,0.46555081144122246,1
388.0,28,2,4,1,1,0,3,4,0,0.3244168826360607,1
389.0,20,2,3,1,1,1,3,4,0,0.46555081144122246,1
390.0,33,4,4,0,1,0,3,3,0,0.3839285714285714,1
391.0,33,4,4,5,1,1,3,4,0,0.625925925925926,1
392.0,47,1,4,6,1,1,1,4,0,0.46290257499773546,1
394.0,29,4,4,0,1,0,2,4,0,0.4175675675675675,1
397.0,48,1,1,8,1,0,2,2,1,0.46290257499773546,1
398.0,19,2,2,0,1,1,2,2,0,0.46555081144122246,1
400.0,39,1,2,2,1,1,3,1,1,0.5555045871559633,1
401.0,30,3,4,5,1,1,1,4,0,0.5909090909090909,1
402.0,40,2,2,8,1,1,2,2,0,0.363196894848271,1
403.0,43,1,2,1,1,1,3,4,1,0.5252264083832663,1
404.0,29,3,4,4,1,0,1,3,0,0.46253071253071254,1
405.0,23,3,3,2,1,1,3,3,0,0.5387831346735457,1
406.0,24,2,2,3,1,1,2,4,0,0.5138564484565369,1
408.0,35,3,3,2,1,0,2,2,0,0.32193396226415094,1
409.0,19,3,3,1,1,1,2,4,0,0.46555081144122246,1
410.0,45,2,3,4,1,0,2,4,0,0.48976982097186705,1
411.0,42,2,4,2,1,1,3,4,0,0.5958646616541353,1
413.0,25,2,2,2,1,1,3,1,0,0.487646771037182,1
415.0,33,3,3,6,1,1,3,4,0,0.55470737913486,2
416.0,46,4,3,5,1,1,1,4,0,0.5676591700981946,2
418.0,26,4,4,2,1,0,1,4,0,0.7043758480325644,2
420.0,37,3,4,3,1,1,1,3,0,0.7348484848484849,2
422.0,32,4,4,2,1,1,1,4,0,0.6320346320346321,2
423.0,25,2,4,6,1,1,3,4,0,0.8243331164606376,2
424.0,42,2,3,7,1,1,3,4,0,0.6380407124681934,2
425.0,30,4,4,2,0,0,1,4,0,0.5864197530864197,2
426.0,39,4,4,4,1,1,1,4,0,0.6594746716697937,2
427.0,26,1,1,2,1,1,3,4,0,0.7043758480325644,2
428.0,30,2,4,3,1,1,3,4,0,0.7272727272727273,2
429.0,38,4,4,4,0,0,1,2,0,0.6380407124681934,2
430.0,23,4,4,1,1,1,1,2,0,0.702020202020202,2
432.0,25,3,4,3,1,1,2,3,0,0.7281280547409579,2
433.0,37,4,4,2,1,0,3,3,0,0.8111111111111111,2
434.0,20,3,4,1,1,1,3,2,0,0.7875,2
435.0,45,4,4,7,1,1,1,4,0,0.5702056432329029,2
436.0,28,2,1,2,1,0,3,3,0,0.519753086419753,2
437.0,33,2,2,3,1,1,2,3,0,0.6428571428571429,2
438.0,28,2,3,2,1,1,3,3,0,0.6433823529411764,2
