% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE Class {1, 2, 3}

@DATA
72.0,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,0.5800418910831837,3
73.0,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,0.5800418910831837,3
75.0,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,0.6357142857142857,3
76.0,M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,0.5557703816231644,2
78.0,F,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,0.5746328520301123,3
79.0,F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,0.6083333333333334,3
80.0,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,0.5878216636744464,2
83.0,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,0.49670855774985034,3
84.0,M,0.58,0.45,0.14,1.013,0.38,0.216,0.36,0.4550418910831837,3
85.0,F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,0.544327605368898,3
86.0,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,0.4771007146125955,3
87.0,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,0.3513351771879599,2
88.0,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,0.5834694989106755,2
89.0,F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,0.48004189108318374,3
90.0,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,0.5808823529411764,3
91.0,M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,0.48900860196368057,3
93.0,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,0.5415253673781502,2
95.0,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,0.5175418910831837,3
96.0,M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,0.6398176291793313,2
98.0,M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,0.6785714285714286,1
99.0,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,0.625,2
100.0,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,0.48838644524236985,1
102.0,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,0.44194977843426886,3
103.0,M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,0.4751131221719457,2
104.0,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,0.4333333333333333,3
105.0,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,0.5195396079781609,3
108.0,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,0.5897257551669317,2
109.0,F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,0.6378216636744465,2
111.0,M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,0.8280701754385965,2
113.0,M,0.425,0.35,0.105,0.393,0.13,0.063,0.165,0.4469387755102041,2
114.0,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,0.6777777777777778,3
115.0,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,0.6375253549695741,3
116.0,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,0.5892845633258137,3
118.0,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,0.7171052631578947,2
119.0,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,0.6186896890163678,1
120.0,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,0.5845588235294117,2
121.0,I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,0.38769200079792543,1
122.0,F,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,0.5195396079781609,3
123.0,M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,0.6653404067197171,1
124.0,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,0.4988031119090365,1
127.0,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,0.38769200079792543,1
128.0,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,0.6300418910831838,3
130.0,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,0.35970290803233623,3
132.0,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,0.5991105637657361,1
133.0,I,0.35,0.26,0.095,0.211,0.086,0.056,0.068,0.48838644524236985,1
134.0,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,0.5037505454278985,1
135.0,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,0.6464319923371648,1
139.0,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,0.7129358830146232,2
140.0,F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,0.5513895028704263,2
141.0,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,0.5650943909471737,2
142.0,M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,0.39525928238753155,3
143.0,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,0.45436507936507936,3
144.0,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,0.4396989565056792,2
146.0,M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,0.4469387755102041,2
149.0,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,0.6988031119090365,1
150.0,M,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,0.3784289878573773,3
151.0,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,0.5107033639143731,2
152.0,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,0.7181818181818183,2
153.0,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,0.39666827619507483,2
154.0,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,0.4724259970434486,3
155.0,M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,0.5454545454545454,2
156.0,F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,0.49670855774985034,3
157.0,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,0.49670855774985034,3
158.0,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,0.6571428571428571,3
159.0,F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,0.544327605368898,3
160.0,M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,0.49670855774985034,3
161.0,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,0.5963655425476149,3
162.0,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,0.4102564102564103,3
163.0,F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,0.6621029597854737,3
166.0,F,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,0.6621029597854737,3
168.0,M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,0.6327629795185579,3
169.0,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,0.49670855774985034,3
170.0,M,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,0.6327629795185579,3
172.0,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,0.7617753623188406,1
173.0,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,0.8029953917050692,1
174.0,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,0.5037505454278985,1
175.0,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,0.4988031119090365,1
176.0,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,0.5821364452423698,1
177.0,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,0.4988031119090365,1
178.0,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,0.5037505454278985,1
179.0,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,0.4550418910831837,3
180.0,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,0.5111889237704258,3
183.0,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,0.5107033639143731,2
184.0,F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,0.41004189108318373,3
185.0,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,0.40696496800626064,3
186.0,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,0.5694587628865979,3
187.0,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,0.5537037037037037,2
188.0,F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,0.606958762886598,3
189.0,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,0.7424242424242424,2
190.0,M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,0.4378378378378378,3
191.0,M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,0.3784289878573773,3
192.0,M,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,0.44194977843426886,3
194.0,F,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,0.7083333333333333,2
195.0,M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,0.7595238095238095,3
196.0,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,0.5195396079781609,3
197.0,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,0.6078196688609615,3
198.0,M,0.56,0.45,0.16,0.922,0.432,0.178,0.26,0.5111889237704258,3
199.0,M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,0.6352813852813852,2
200.0,F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,0.5845588235294117,2
202.0,F,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,0.5195396079781609,3
203.0,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,0.5335837384003536,3
205.0,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,0.56943931073327,2
206.0,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,0.8116107814399085,2
207.0,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,0.5576266413208012,1
208.0,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,0.5644977168949772,3
209.0,I,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,0.4600434219865559,1
210.0,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,0.6316176470588235,2
211.0,M,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,0.6186896890163678,1
212.0,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,0.7850041425020713,3
213.0,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,0.6123076923076923,2
214.0,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,0.5195396079781609,3
216.0,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,0.5886077334523903,1
217.0,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,0.40356501667094125,1
218.0,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,0.4396989565056792,2
219.0,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,0.5991105637657361,1
220.0,F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,0.56943931073327,2
221.0,F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,0.6203409531189461,3
222.0,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,0.661904761904762,2
225.0,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,0.5732843137254902,2
226.0,F,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,0.5991105637657361,1
227.0,I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,0.6654697785757031,1
229.0,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,0.5195396079781609,3
230.0,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,0.5772727272727273,3
231.0,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,0.5562354927199831,3
233.0,I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,0.5037505454278985,1
234.0,I,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,0.8365426936619718,3
237.0,I,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,0.5071364452423699,1
238.0,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,0.6321364452423699,1
239.0,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,0.5071364452423699,1
240.0,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,0.5086164451009355,3
241.0,I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,0.5821364452423698,1
243.0,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,0.5037505454278985,1
245.0,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,0.8116107814399085,2
246.0,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,0.8752757508908875,3
247.0,I,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,0.8116107814399085,2
251.0,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,0.4014704625117551,3
