% 1. Title: Contraceptive Method Choice
%
% 2. Sources:
%    (a) Origin:  This dataset is a subset of the 1987 National Indonesia
%                 Contraceptive Prevalence Survey
%    (b) Creator: Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Donor:   Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Date:    June 7, 1997
%
% 3. Past Usage:
%    Lim, T.-S., Loh, W.-Y. & Shih, Y.-S. (1999). A Comparison of
%    Prediction Accuracy, Complexity, and Training Time of Thirty-three
%    Old and New Classification Algorithms. Machine Learning. Forthcoming.
%    (ftp://ftp.stat.wisc.edu/pub/loh/treeprogs/quest1.7/mach1317.pdf or
%    (http://www.stat.wisc.edu/~limt/mach1317.pdf)
%
% 4. Relevant Information:
%    This dataset is a subset of the 1987 National Indonesia Contraceptive
%    Prevalence Survey. The samples are married women who were either not
%    pregnant or do not know if they were at the time of interview. The
%    problem is to predict the current contraceptive method choice
%    (no use, long-term methods, or short-term methods) of a woman based
%    on her demographic and socio-economic characteristics.
%
% 5. Number of Instances: 1473
%
% 6. Number of Attributes: 10 (including the class attribute)
%
% 7. Attribute Information:
%
%    1. Wife's age                     (numerical)
%    2. Wife's education               (categorical)      1=low, 2, 3, 4=high
%    3. Husband's education            (categorical)      1=low, 2, 3, 4=high
%    4. Number of children ever born   (numerical)
%    5. Wife's religion                (binary)           0=Non-Islam, 1=Islam
%    6. Wife's now working?            (binary)           0=Yes, 1=No
%    7. Husband's occupation           (categorical)      1, 2, 3, 4
%    8. Standard-of-living index       (categorical)      1=low, 2, 3, 4=high
%    9. Media exposure                 (binary)           0=Good, 1=Not good
%    10. Contraceptive method used     (class attribute)  1=No-use
%                                                         2=Long-term
%                                                         3=Short-term
%
% 8. Missing Attribute Values: None
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
@RELATION cmc

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE Wifes_age INTEGER
@ATTRIBUTE Wifes_education {1, 2, 3, 4}
@ATTRIBUTE Husbands_education {1, 2, 3, 4}
@ATTRIBUTE Number_of_children_ever_born INTEGER
@ATTRIBUTE Wifes_religion {0, 1}
@ATTRIBUTE "Wifes_now_working%3F" {0, 1}
@ATTRIBUTE Husbands_occupation {1, 2, 3, 4}
@ATTRIBUTE Standard-of-living_index {1, 2, 3, 4}
@ATTRIBUTE Media_exposure {0, 1}
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE Contraceptive_method_used {1, 2, 3}

@DATA
241.0,40,3,3,4,1,1,2,2,0,0.3617601246105919,1
244.0,32,3,4,4,1,1,1,4,0,0.7651515151515151,1
245.0,34,4,4,2,0,1,1,4,0,0.5186666666666666,1
246.0,34,4,4,2,1,0,1,3,0,0.37148051948051947,1
247.0,23,4,4,2,1,1,1,4,0,0.425,1
248.0,27,4,4,1,1,1,1,2,0,0.6299999999999999,1
249.0,46,3,2,11,1,0,2,2,1,0.33823806828900205,1
250.0,34,4,4,3,0,1,1,2,0,0.552,1
251.0,33,4,4,5,1,1,3,3,0,0.587719298245614,1
252.0,25,3,3,1,1,1,3,2,0,0.4394586894586895,1
253.0,26,4,4,1,1,0,1,4,0,0.6017156862745098,1
255.0,36,4,4,2,1,1,3,3,0,0.517910447761194,1
256.0,38,3,4,2,0,1,2,4,0,0.33333333333333337,1
257.0,44,1,2,7,1,1,3,4,0,0.46273359408952625,1
258.0,44,2,2,1,1,0,3,2,0,0.4241919466957107,1
259.0,39,3,3,1,0,1,3,4,0,0.32009345794392524,1
261.0,43,1,3,5,1,0,3,2,0,0.46273359408952625,1
262.0,29,3,3,3,1,0,2,4,0,0.3659012957317073,1
263.0,22,3,3,0,1,1,2,2,0,0.4220779220779221,1
264.0,31,2,4,5,1,1,3,2,0,0.6858108108108107,1
267.0,42,3,4,10,1,0,3,2,0,0.4493491794001132,1
268.0,38,3,3,7,1,1,3,1,0,0.5343791722296395,1
269.0,47,1,1,6,1,0,3,1,0,0.38268251273344656,1
270.0,30,4,4,2,1,1,1,4,0,0.40090909090909094,1
271.0,28,3,4,1,1,1,3,4,0,0.538961038961039,1
272.0,25,3,4,1,1,1,2,1,0,0.4907407407407407,1
273.0,49,2,4,6,0,1,2,3,0,0.5620942774393289,1
274.0,23,3,4,2,1,0,2,3,0,0.43333333333333335,1
275.0,35,3,4,1,0,1,2,3,0,0.4234285714285714,1
276.0,47,2,1,5,0,1,2,4,0,0.49696822701916077,1
277.0,35,2,3,0,1,1,2,4,0,0.4583850931677018,1
278.0,44,3,4,6,1,1,3,4,0,0.6777777777777778,1
279.0,48,4,4,3,1,1,2,4,0,0.33072521735978105,1
280.0,43,2,3,6,1,0,3,3,0,0.46273359408952625,1
281.0,21,2,4,2,1,1,3,1,0,0.38451492537313436,1
283.0,41,3,3,5,1,1,3,4,0,0.5757575757575757,1
284.0,29,2,4,2,1,0,4,4,1,0.3659012957317073,1
288.0,22,2,1,0,1,1,3,2,0,0.5,1
289.0,35,1,3,0,1,1,2,2,1,0.4583850931677018,1
293.0,40,4,4,3,1,1,3,4,0,0.4200934579439253,1
295.0,49,3,4,6,1,1,1,4,0,0.5620942774393289,1
297.0,47,4,4,2,1,1,1,4,0,0.33072521735978105,1
300.0,29,1,2,7,1,1,2,4,0,0.6649774774774775,1
301.0,29,4,2,0,1,0,2,2,0,0.3464471726190476,1
302.0,25,3,3,1,1,1,3,4,0,0.35102592719780223,1
303.0,24,2,4,2,1,1,3,4,0,0.37325951411772307,1
304.0,23,4,4,1,1,0,2,4,0,0.43333333333333335,1
305.0,23,4,4,2,1,0,3,3,0,0.43333333333333335,1
306.0,44,1,2,2,1,1,2,4,0,0.4241919466957107,1
307.0,39,3,4,6,1,1,1,4,0,0.7736842105263158,1
309.0,22,3,4,2,1,1,2,3,0,0.3992297817715019,1
310.0,47,3,4,3,1,1,2,3,0,0.33072521735978105,1
311.0,36,3,3,2,1,0,2,4,0,0.49483352468427094,1
313.0,40,4,4,2,1,1,3,4,0,0.4200934579439253,1
315.0,37,2,3,5,0,0,2,4,0,0.8297213622291022,1
316.0,28,1,4,2,1,0,2,3,0,0.483739837398374,1
317.0,30,3,3,5,1,0,3,4,0,0.7145833333333333,1
320.0,40,4,4,3,0,1,3,4,0,0.4867601246105919,1
322.0,45,3,4,2,0,1,1,4,0,0.4493491794001132,1
324.0,28,4,4,1,0,1,1,3,0,0.37882812499999996,1
326.0,44,1,3,4,1,1,3,3,1,0.5826825127334465,1
329.0,39,3,4,1,0,1,3,4,0,0.32009345794392524,1
330.0,32,3,4,1,0,1,2,4,0,0.5186666666666666,1
332.0,21,1,2,1,1,0,3,4,0,0.4,1
334.0,27,4,4,1,0,1,3,4,0,0.5568181818181819,1
335.0,31,2,2,8,1,1,2,2,1,0.667953667953668,1
336.0,34,4,3,0,0,0,3,3,0,0.5186666666666666,1
337.0,30,4,4,3,1,0,2,4,0,0.38216145833333337,1
338.0,25,4,4,0,1,0,2,4,0,0.35102592719780223,1
339.0,28,3,4,3,1,1,2,1,0,0.615686274509804,1
340.0,30,2,3,4,1,0,3,2,0,0.7,1
341.0,42,3,3,8,1,1,4,3,0,0.46273359408952625,1
342.0,23,4,4,0,0,1,2,4,0,0.6333333333333333,1
343.0,45,3,4,3,0,1,3,4,0,0.5668498168498168,1
344.0,21,4,4,1,1,1,3,3,0,0.5368421052631579,1
345.0,28,4,4,1,0,1,2,4,0,0.5568181818181819,1
347.0,32,1,2,4,1,1,3,2,1,0.6954261954261953,1
349.0,25,3,3,1,1,1,3,1,0,0.4907407407407407,1
350.0,19,2,2,2,1,1,3,1,0,0.4666666666666667,1
351.0,40,1,2,6,1,1,3,1,1,0.4867601246105919,1
353.0,32,2,2,1,1,1,2,1,0,0.5186666666666666,1
354.0,35,2,3,8,1,1,3,2,0,0.44509345794392524,1
356.0,23,2,4,2,1,1,1,4,0,0.6637931034482758,1
357.0,22,2,4,4,1,1,3,4,0,0.37325951411772307,1
358.0,49,2,3,0,1,1,1,2,0,0.4493491794001132,1
359.0,25,2,3,0,1,1,2,4,0,0.35102592719780223,1
360.0,18,3,4,1,1,1,3,1,0,0.5537456946039035,1
361.0,43,3,3,4,1,1,2,4,0,0.5757575757575757,1
362.0,37,1,3,0,1,1,3,4,0,0.4867601246105919,1
363.0,30,2,3,2,1,0,2,4,0,0.3659012957317073,1
364.0,29,3,2,0,1,1,2,2,0,0.3464471726190476,1
365.0,20,2,3,3,1,1,3,4,0,0.37325951411772307,1
366.0,42,3,3,3,1,0,2,4,0,0.4200934579439253,1
367.0,23,4,4,1,1,1,2,3,0,0.6875,1
368.0,34,2,3,7,1,0,3,3,0,0.6996996996996997,1
369.0,23,3,3,6,1,1,3,3,0,0.7166666666666667,1
371.0,37,2,3,4,1,1,2,3,0,0.37500000000000006,1
372.0,17,2,3,1,1,1,3,2,0,0.6025641025641026,1
373.0,39,3,4,3,1,1,1,4,0,0.8174603174603174,1
374.0,49,1,3,0,1,1,3,3,1,0.4493491794001132,1
375.0,23,3,3,2,1,1,2,2,0,0.451181592039801,1
378.0,18,2,3,1,1,1,2,3,0,0.6025641025641026,1
379.0,46,1,2,8,1,1,3,3,1,0.5,1
381.0,38,2,4,5,0,1,2,2,0,0.44509345794392524,1
383.0,25,2,3,1,1,0,2,1,0,0.37290219907407407,1
384.0,38,2,4,5,1,1,3,3,0,0.44509345794392524,1
385.0,39,4,4,2,1,0,1,4,0,0.8174603174603174,1
386.0,44,4,4,3,1,0,1,4,1,0.46273359408952625,1
387.0,19,4,4,0,0,1,3,4,0,0.4666666666666667,1
388.0,28,2,4,1,1,0,3,4,0,0.5080801551389786,1
389.0,20,2,3,1,1,1,3,4,0,0.5345149253731343,1
391.0,33,4,4,5,1,1,3,4,0,0.587719298245614,1
392.0,47,1,4,6,1,1,1,4,0,0.38268251273344656,1
393.0,25,3,3,0,1,1,3,4,0,0.35102592719780223,1
394.0,29,4,4,0,1,0,2,4,0,0.5476190476190477,1
395.0,37,4,4,2,0,1,1,4,0,0.35855499640546373,1
396.0,49,1,3,6,1,1,2,4,0,0.5620942774393289,1
397.0,48,1,1,8,1,0,2,2,1,0.33072521735978105,1
398.0,19,2,2,0,1,1,2,2,0,0.45238095238095233,1
399.0,46,1,2,3,1,1,2,1,1,0.5326825127334465,1
400.0,39,1,2,2,1,1,3,1,1,0.3655480033984707,1
401.0,30,3,4,5,1,1,1,4,0,0.62125,1
402.0,40,2,2,8,1,1,2,2,0,0.7068511198945981,1
403.0,43,1,2,1,1,1,3,4,1,0.4241919466957107,1
404.0,29,3,4,4,1,0,1,3,0,0.62125,1
405.0,23,3,3,2,1,1,3,3,0,0.37325951411772307,1
406.0,24,2,2,3,1,1,2,4,0,0.37445887445887444,1
407.0,47,3,3,2,1,1,2,4,0,0.4493491794001132,1
408.0,35,3,3,2,1,0,2,2,0,0.553623188405797,1
411.0,42,2,4,2,1,1,3,4,0,0.3853108492482731,1
412.0,47,1,1,1,1,1,3,4,0,0.3326825127334465,1
414.0,20,2,3,3,1,1,3,4,0,0.37325951411772307,1
415.0,33,3,3,6,1,1,3,4,0,0.5701883006636828,2
416.0,46,4,3,5,1,1,1,4,0,0.6948234349919743,2
417.0,35,4,4,4,1,1,1,4,0,0.5037547342301163,2
418.0,26,4,4,2,1,0,1,4,0,0.6669776119402985,2
419.0,36,3,3,5,1,0,1,3,0,0.5725806451612904,2
421.0,44,2,4,4,1,1,3,3,0,0.7438070404172099,2
422.0,32,4,4,2,1,1,1,4,0,0.5935897435897436,2
423.0,25,2,4,6,1,1,3,4,0,0.6481481481481481,2
424.0,42,2,3,7,1,1,3,4,0,0.57816091954023,2
425.0,30,4,4,2,0,0,1,4,0,0.7188311688311688,2
426.0,39,4,4,4,1,1,1,4,0,0.5154887629132975,2
427.0,26,1,1,2,1,1,3,4,0,0.6296296296296297,2
428.0,30,2,4,3,1,1,3,4,0,0.6214733542319749,2
429.0,38,4,4,4,0,0,1,2,0,0.5884848484848485,2
430.0,23,4,4,1,1,1,1,2,0,0.5879213483146067,2
431.0,18,3,4,1,1,1,3,4,0,0.7675925925925926,2
