% 1. Title: Contraceptive Method Choice
%
% 2. Sources:
%    (a) Origin:  This dataset is a subset of the 1987 National Indonesia
%                 Contraceptive Prevalence Survey
%    (b) Creator: Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Donor:   Tjen-Sien Lim (limt@stat.wisc.edu)
%    (c) Date:    June 7, 1997
%
% 3. Past Usage:
%    Lim, T.-S., Loh, W.-Y. & Shih, Y.-S. (1999). A Comparison of
%    Prediction Accuracy, Complexity, and Training Time of Thirty-three
%    Old and New Classification Algorithms. Machine Learning. Forthcoming.
%    (ftp://ftp.stat.wisc.edu/pub/loh/treeprogs/quest1.7/mach1317.pdf or
%    (http://www.stat.wisc.edu/~limt/mach1317.pdf)
%
% 4. Relevant Information:
%    This dataset is a subset of the 1987 National Indonesia Contraceptive
%    Prevalence Survey. The samples are married women who were either not
%    pregnant or do not know if they were at the time of interview. The
%    problem is to predict the current contraceptive method choice
%    (no use, long-term methods, or short-term methods) of a woman based
%    on her demographic and socio-economic characteristics.
%
% 5. Number of Instances: 1473
%
% 6. Number of Attributes: 10 (including the class attribute)
%
% 7. Attribute Information:
%
%    1. Wife's age                     (numerical)
%    2. Wife's education               (categorical)      1=low, 2, 3, 4=high
%    3. Husband's education            (categorical)      1=low, 2, 3, 4=high
%    4. Number of children ever born   (numerical)
%    5. Wife's religion                (binary)           0=Non-Islam, 1=Islam
%    6. Wife's now working?            (binary)           0=Yes, 1=No
%    7. Husband's occupation           (categorical)      1, 2, 3, 4
%    8. Standard-of-living index       (categorical)      1=low, 2, 3, 4=high
%    9. Media exposure                 (binary)           0=Good, 1=Not good
%    10. Contraceptive method used     (class attribute)  1=No-use
%                                                         2=Long-term
%                                                         3=Short-term
%
% 8. Missing Attribute Values: None
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
@RELATION cmc

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE Wifes_age INTEGER
@ATTRIBUTE Wifes_education {1, 2, 3, 4}
@ATTRIBUTE Husbands_education {1, 2, 3, 4}
@ATTRIBUTE Number_of_children_ever_born INTEGER
@ATTRIBUTE Wifes_religion {0, 1}
@ATTRIBUTE "Wifes_now_working%3F" {0, 1}
@ATTRIBUTE Husbands_occupation {1, 2, 3, 4}
@ATTRIBUTE Standard-of-living_index {1, 2, 3, 4}
@ATTRIBUTE Media_exposure {0, 1}
@ATTRIBUTE Contraceptive_method_used {1, 2, 3}

@DATA
80.0,24,4,4,0,0,1,1,4,0,1
81.0,49,4,4,6,0,0,1,4,0,1
82.0,24,2,4,1,1,0,4,4,0,1
84.0,30,4,4,2,1,1,1,4,0,1
85.0,33,4,4,2,1,1,1,4,0,1
87.0,35,4,4,3,0,1,1,4,0,1
89.0,24,2,2,3,1,0,2,1,0,1
90.0,25,2,3,0,1,1,2,1,0,1
91.0,46,2,4,6,1,1,1,4,0,1
92.0,26,2,2,3,1,1,2,1,0,1
93.0,38,2,2,1,1,0,3,2,0,1
94.0,47,1,2,3,1,1,1,3,0,1
95.0,41,1,3,10,1,1,2,3,1,1
97.0,28,4,4,5,1,1,2,1,0,1
98.0,17,2,2,3,1,1,3,1,0,1
99.0,27,2,3,5,1,1,2,1,0,1
101.0,19,2,3,0,1,0,2,2,0,1
102.0,27,2,4,3,1,0,3,2,0,1
103.0,26,4,3,4,1,1,2,3,0,1
104.0,23,2,4,2,1,1,3,3,0,1
105.0,40,3,3,3,1,1,3,2,0,1
106.0,22,4,4,0,1,1,1,1,0,1
107.0,44,3,4,4,1,0,1,3,0,1
108.0,29,2,3,2,1,1,3,1,0,1
110.0,45,4,4,1,1,0,3,3,0,1
111.0,32,3,3,7,1,0,2,3,0,1
112.0,21,4,4,1,1,1,1,4,0,1
114.0,21,3,4,0,1,1,1,3,0,1
115.0,37,4,4,1,1,1,1,4,0,1
116.0,34,4,4,3,0,0,3,3,0,1
117.0,44,3,4,1,1,1,1,3,0,1
118.0,49,4,3,5,1,1,2,3,0,1
119.0,26,2,3,2,1,1,3,3,0,1
120.0,38,1,2,1,1,1,2,4,1,1
121.0,36,2,3,5,1,1,2,3,0,1
122.0,26,3,4,2,1,1,3,3,0,1
123.0,20,2,3,1,0,1,3,2,0,1
125.0,31,3,4,2,1,1,1,2,1,1
127.0,36,2,3,2,1,1,3,2,1,1
128.0,43,1,3,2,1,0,2,2,1,1
130.0,48,3,4,3,1,1,3,1,0,1
131.0,30,4,4,0,0,0,1,3,0,1
132.0,48,1,2,8,1,1,3,1,0,1
133.0,28,3,4,1,1,1,3,1,1,1
134.0,26,4,4,1,1,1,1,3,0,1
137.0,21,3,3,2,1,1,2,2,0,1
141.0,30,4,4,0,0,0,3,3,0,1
142.0,47,4,4,1,1,0,1,3,0,1
143.0,35,4,4,2,0,1,3,3,0,1
144.0,30,2,4,2,1,1,3,4,0,1
145.0,33,4,4,3,1,1,1,4,0,1
146.0,45,4,4,4,1,1,2,3,0,1
148.0,32,4,4,1,1,0,1,3,0,1
149.0,43,4,4,5,1,1,1,4,0,1
150.0,44,4,4,3,1,1,2,4,0,1
151.0,21,1,3,4,1,1,3,2,0,1
152.0,44,3,4,2,1,1,1,4,1,1
153.0,23,4,4,2,1,1,2,4,0,1
154.0,47,1,2,4,1,1,2,2,0,1
157.0,32,2,4,4,1,1,3,2,0,1
159.0,22,2,2,2,1,1,3,1,0,1
160.0,23,1,1,3,1,1,2,1,1,1
161.0,30,4,4,0,1,0,1,4,0,1
162.0,44,1,3,0,1,1,2,3,0,1
163.0,40,3,3,1,1,0,3,3,0,1
164.0,34,4,4,4,1,1,2,3,0,1
165.0,37,3,4,1,1,1,2,4,0,1
166.0,49,3,4,5,1,1,1,4,0,1
167.0,26,4,4,1,1,1,1,4,0,1
168.0,22,4,4,0,1,1,2,4,0,1
169.0,20,3,4,0,1,0,2,4,0,1
172.0,22,2,4,1,1,1,2,4,0,1
173.0,22,3,3,2,1,1,3,4,0,1
175.0,32,2,4,0,1,0,3,4,0,1
176.0,28,4,4,0,0,1,1,3,0,1
177.0,30,2,4,4,1,0,1,4,0,1
180.0,34,4,4,2,1,0,1,4,0,1
181.0,25,2,4,1,1,1,2,2,0,1
182.0,42,1,3,12,1,1,3,3,0,1
183.0,48,2,1,3,1,0,4,3,0,1
184.0,35,3,4,5,1,0,2,2,0,1
185.0,33,2,3,1,1,1,3,4,0,1
186.0,20,2,4,0,1,1,3,2,0,1
187.0,36,2,3,4,1,1,3,1,1,1
189.0,27,3,2,3,1,1,3,2,0,1
190.0,30,1,2,4,1,1,4,1,0,1
191.0,31,3,4,3,1,0,3,2,0,1
192.0,44,1,1,11,1,1,4,1,1,1
193.0,24,3,3,2,1,1,3,3,0,1
194.0,18,3,4,0,1,0,3,1,0,1
195.0,45,1,2,6,1,1,3,3,1,1
196.0,25,2,2,3,1,0,3,1,0,1
197.0,36,3,4,6,1,1,2,4,0,1
198.0,30,1,1,5,1,1,2,2,0,1
200.0,42,1,4,11,0,1,2,2,1,1
201.0,22,2,4,0,1,1,3,3,0,1
202.0,36,2,4,2,1,0,2,4,0,1
203.0,27,2,3,2,1,1,3,3,0,1
204.0,40,3,4,1,1,1,1,2,0,1
205.0,22,2,3,2,1,1,3,1,0,1
206.0,26,2,4,0,1,1,3,1,0,1
207.0,31,3,4,0,1,0,2,3,0,1
208.0,32,4,4,1,1,1,1,4,0,1
211.0,45,1,2,1,1,0,3,3,0,1
212.0,26,3,4,3,1,1,3,2,0,1
213.0,48,1,3,5,1,1,3,2,0,1
214.0,43,1,3,8,1,1,3,1,0,1
215.0,27,3,4,2,1,0,2,2,0,1
216.0,42,3,2,1,1,1,3,3,0,1
217.0,34,3,2,8,1,0,2,3,1,1
218.0,32,3,2,4,1,1,2,2,1,1
219.0,31,3,3,2,1,0,2,3,0,1
220.0,22,2,3,1,1,1,3,3,0,1
222.0,37,1,2,2,1,1,2,2,1,1
223.0,22,1,2,0,1,1,2,4,0,1
225.0,32,4,4,4,1,0,1,3,0,1
226.0,37,3,3,2,1,1,1,4,0,1
227.0,45,1,3,1,1,1,2,3,1,1
228.0,47,1,4,8,1,1,3,3,0,1
229.0,28,3,4,0,1,1,3,2,0,1
230.0,48,1,3,4,1,1,3,4,1,1
231.0,26,2,4,1,1,1,1,3,0,1
232.0,21,3,4,0,1,0,3,1,0,1
233.0,20,2,3,1,1,1,2,4,0,1
234.0,39,1,1,5,1,0,3,1,1,1
235.0,27,2,3,1,1,0,3,4,0,1
236.0,37,2,3,5,1,0,3,2,0,1
237.0,24,4,4,1,1,1,3,3,0,1
238.0,39,3,3,6,1,1,3,3,0,1
239.0,20,3,3,1,1,1,2,3,0,1
241.0,40,3,3,4,1,1,2,2,0,1
244.0,32,3,4,4,1,1,1,4,0,1
245.0,34,4,4,2,0,1,1,4,0,1
246.0,34,4,4,2,1,0,1,3,0,1
247.0,23,4,4,2,1,1,1,4,0,1
248.0,27,4,4,1,1,1,1,2,0,1
249.0,46,3,2,11,1,0,2,2,1,1
250.0,34,4,4,3,0,1,1,2,0,1
251.0,33,4,4,5,1,1,3,3,0,1
252.0,25,3,3,1,1,1,3,2,0,1
253.0,26,4,4,1,1,0,1,4,0,1
255.0,36,4,4,2,1,1,3,3,0,1
256.0,38,3,4,2,0,1,2,4,0,1
257.0,44,1,2,7,1,1,3,4,0,1
258.0,44,2,2,1,1,0,3,2,0,1
259.0,39,3,3,1,0,1,3,4,0,1
261.0,43,1,3,5,1,0,3,2,0,1
262.0,29,3,3,3,1,0,2,4,0,1
263.0,22,3,3,0,1,1,2,2,0,1
264.0,31,2,4,5,1,1,3,2,0,1
267.0,42,3,4,10,1,0,3,2,0,1
268.0,38,3,3,7,1,1,3,1,0,1
269.0,47,1,1,6,1,0,3,1,0,1
270.0,30,4,4,2,1,1,1,4,0,1
271.0,28,3,4,1,1,1,3,4,0,1
272.0,25,3,4,1,1,1,2,1,0,1
273.0,49,2,4,6,0,1,2,3,0,1
274.0,23,3,4,2,1,0,2,3,0,1
275.0,35,3,4,1,0,1,2,3,0,1
276.0,47,2,1,5,0,1,2,4,0,1
277.0,35,2,3,0,1,1,2,4,0,1
278.0,44,3,4,6,1,1,3,4,0,1
279.0,48,4,4,3,1,1,2,4,0,1
280.0,43,2,3,6,1,0,3,3,0,1
281.0,21,2,4,2,1,1,3,1,0,1
283.0,41,3,3,5,1,1,3,4,0,1
284.0,29,2,4,2,1,0,4,4,1,1
288.0,22,2,1,0,1,1,3,2,0,1
289.0,35,1,3,0,1,1,2,2,1,1
293.0,40,4,4,3,1,1,3,4,0,1
295.0,49,3,4,6,1,1,1,4,0,1
297.0,47,4,4,2,1,1,1,4,0,1
300.0,29,1,2,7,1,1,2,4,0,1
301.0,29,4,2,0,1,0,2,2,0,1
302.0,25,3,3,1,1,1,3,4,0,1
303.0,24,2,4,2,1,1,3,4,0,1
304.0,23,4,4,1,1,0,2,4,0,1
305.0,23,4,4,2,1,0,3,3,0,1
306.0,44,1,2,2,1,1,2,4,0,1
307.0,39,3,4,6,1,1,1,4,0,1
309.0,22,3,4,2,1,1,2,3,0,1
310.0,47,3,4,3,1,1,2,3,0,1
311.0,36,3,3,2,1,0,2,4,0,1
313.0,40,4,4,2,1,1,3,4,0,1
315.0,37,2,3,5,0,0,2,4,0,1
316.0,28,1,4,2,1,0,2,3,0,1
317.0,30,3,3,5,1,0,3,4,0,1
320.0,40,4,4,3,0,1,3,4,0,1
322.0,45,3,4,2,0,1,1,4,0,1
324.0,28,4,4,1,0,1,1,3,0,1
326.0,44,1,3,4,1,1,3,3,1,1
329.0,39,3,4,1,0,1,3,4,0,1
330.0,32,3,4,1,0,1,2,4,0,1
332.0,21,1,2,1,1,0,3,4,0,1
334.0,27,4,4,1,0,1,3,4,0,1
335.0,31,2,2,8,1,1,2,2,1,1
336.0,34,4,3,0,0,0,3,3,0,1
337.0,30,4,4,3,1,0,2,4,0,1
338.0,25,4,4,0,1,0,2,4,0,1
339.0,28,3,4,3,1,1,2,1,0,1
340.0,30,2,3,4,1,0,3,2,0,1
341.0,42,3,3,8,1,1,4,3,0,1
342.0,23,4,4,0,0,1,2,4,0,1
343.0,45,3,4,3,0,1,3,4,0,1
344.0,21,4,4,1,1,1,3,3,0,1
345.0,28,4,4,1,0,1,2,4,0,1
347.0,32,1,2,4,1,1,3,2,1,1
349.0,25,3,3,1,1,1,3,1,0,1
350.0,19,2,2,2,1,1,3,1,0,1
351.0,40,1,2,6,1,1,3,1,1,1
353.0,32,2,2,1,1,1,2,1,0,1
354.0,35,2,3,8,1,1,3,2,0,1
356.0,23,2,4,2,1,1,1,4,0,1
357.0,22,2,4,4,1,1,3,4,0,1
358.0,49,2,3,0,1,1,1,2,0,1
359.0,25,2,3,0,1,1,2,4,0,1
360.0,18,3,4,1,1,1,3,1,0,1
361.0,43,3,3,4,1,1,2,4,0,1
362.0,37,1,3,0,1,1,3,4,0,1
363.0,30,2,3,2,1,0,2,4,0,1
364.0,29,3,2,0,1,1,2,2,0,1
365.0,20,2,3,3,1,1,3,4,0,1
366.0,42,3,3,3,1,0,2,4,0,1
367.0,23,4,4,1,1,1,2,3,0,1
368.0,34,2,3,7,1,0,3,3,0,1
369.0,23,3,3,6,1,1,3,3,0,1
371.0,37,2,3,4,1,1,2,3,0,1
372.0,17,2,3,1,1,1,3,2,0,1
373.0,39,3,4,3,1,1,1,4,0,1
374.0,49,1,3,0,1,1,3,3,1,1
375.0,23,3,3,2,1,1,2,2,0,1
378.0,18,2,3,1,1,1,2,3,0,1
379.0,46,1,2,8,1,1,3,3,1,1
381.0,38,2,4,5,0,1,2,2,0,1
383.0,25,2,3,1,1,0,2,1,0,1
384.0,38,2,4,5,1,1,3,3,0,1
385.0,39,4,4,2,1,0,1,4,0,1
386.0,44,4,4,3,1,0,1,4,1,1
387.0,19,4,4,0,0,1,3,4,0,1
388.0,28,2,4,1,1,0,3,4,0,1
389.0,20,2,3,1,1,1,3,4,0,1
391.0,33,4,4,5,1,1,3,4,0,1
392.0,47,1,4,6,1,1,1,4,0,1
393.0,25,3,3,0,1,1,3,4,0,1
394.0,29,4,4,0,1,0,2,4,0,1
395.0,37,4,4,2,0,1,1,4,0,1
396.0,49,1,3,6,1,1,2,4,0,1
397.0,48,1,1,8,1,0,2,2,1,1
398.0,19,2,2,0,1,1,2,2,0,1
399.0,46,1,2,3,1,1,2,1,1,1
400.0,39,1,2,2,1,1,3,1,1,1
401.0,30,3,4,5,1,1,1,4,0,1
402.0,40,2,2,8,1,1,2,2,0,1
403.0,43,1,2,1,1,1,3,4,1,1
404.0,29,3,4,4,1,0,1,3,0,1
405.0,23,3,3,2,1,1,3,3,0,1
406.0,24,2,2,3,1,1,2,4,0,1
407.0,47,3,3,2,1,1,2,4,0,1
408.0,35,3,3,2,1,0,2,2,0,1
411.0,42,2,4,2,1,1,3,4,0,1
412.0,47,1,1,1,1,1,3,4,0,1
414.0,20,2,3,3,1,1,3,4,0,1
415.0,33,3,3,6,1,1,3,4,0,2
416.0,46,4,3,5,1,1,1,4,0,2
417.0,35,4,4,4,1,1,1,4,0,2
418.0,26,4,4,2,1,0,1,4,0,2
419.0,36,3,3,5,1,0,1,3,0,2
421.0,44,2,4,4,1,1,3,3,0,2
422.0,32,4,4,2,1,1,1,4,0,2
423.0,25,2,4,6,1,1,3,4,0,2
424.0,42,2,3,7,1,1,3,4,0,2
425.0,30,4,4,2,0,0,1,4,0,2
426.0,39,4,4,4,1,1,1,4,0,2
427.0,26,1,1,2,1,1,3,4,0,2
428.0,30,2,4,3,1,1,3,4,0,2
429.0,38,4,4,4,0,0,1,2,0,2
430.0,23,4,4,1,1,1,1,2,0,2
431.0,18,3,4,1,1,1,3,4,0,2
432.0,25,3,4,3,1,1,2,3,0,2
433.0,37,4,4,2,1,0,3,3,0,2
434.0,20,3,4,1,1,1,3,2,0,2
436.0,28,2,1,2,1,0,3,3,0,2
437.0,33,2,2,3,1,1,2,3,0,2
439.0,30,2,4,1,1,0,3,4,0,2
440.0,32,4,4,4,1,1,2,4,0,2
441.0,48,4,3,7,1,0,2,4,0,2
443.0,32,4,4,2,0,0,1,4,0,2
444.0,49,4,4,10,1,1,1,4,0,2
445.0,33,2,2,6,1,0,3,4,0,2
446.0,39,4,4,3,1,1,1,4,0,2
448.0,36,4,4,3,0,1,1,3,0,2
449.0,20,3,4,1,1,1,2,4,0,2
450.0,23,4,4,1,1,1,3,4,0,2
451.0,26,2,4,2,1,1,1,3,0,2
452.0,25,3,3,1,1,1,3,1,0,2
454.0,36,4,4,2,1,1,2,4,0,2
455.0,32,3,3,2,1,0,3,4,0,2
456.0,36,4,4,3,1,1,1,4,0,2
457.0,40,4,4,3,1,1,1,4,0,2
459.0,42,4,4,8,0,1,1,4,0,2
460.0,39,4,4,4,1,0,1,4,0,2
462.0,36,4,4,3,1,1,1,4,0,2
463.0,37,4,4,3,1,1,1,4,0,2
464.0,36,4,4,4,0,1,1,4,0,2
465.0,38,4,4,2,1,1,1,4,0,2
466.0,27,3,3,1,0,0,2,4,0,2
468.0,24,1,4,1,1,0,4,2,1,2
469.0,42,2,4,8,1,1,1,4,0,2
470.0,31,4,4,3,0,0,4,4,0,2
472.0,34,4,4,4,1,1,3,3,0,2
473.0,36,4,4,4,0,0,1,4,0,2
474.0,47,4,4,8,1,1,1,4,0,2
475.0,34,4,4,3,1,1,1,4,0,2
476.0,44,4,4,6,0,1,1,3,0,2
478.0,42,4,4,6,1,1,1,3,0,2
479.0,44,4,4,4,1,0,2,3,0,2
480.0,19,4,4,1,1,1,2,3,0,2
482.0,24,4,4,1,1,1,3,2,0,2
483.0,32,3,4,7,0,1,1,3,0,2
484.0,31,3,3,2,1,0,3,3,0,2
486.0,38,4,4,6,1,0,3,3,0,2
487.0,40,4,4,4,1,1,1,3,0,2
488.0,35,3,3,4,1,1,3,2,0,2
489.0,26,3,4,3,1,1,3,4,0,2
491.0,40,4,4,6,0,0,1,4,0,2
492.0,37,4,4,3,1,1,1,4,0,2
493.0,39,4,4,5,1,1,2,4,0,2
494.0,25,4,4,2,1,1,2,4,0,2
495.0,48,4,4,4,0,1,1,4,0,2
496.0,31,4,4,3,1,1,1,4,0,2
497.0,26,4,4,1,0,1,2,4,0,2
498.0,44,4,4,5,1,0,1,4,0,2
500.0,36,2,1,6,1,1,2,1,0,2
501.0,29,4,4,2,1,0,1,3,0,2
502.0,37,2,3,7,1,1,3,4,0,2
504.0,40,2,3,6,1,1,1,2,0,2
505.0,33,4,4,4,1,1,1,4,0,2
506.0,22,4,4,1,1,1,1,2,0,2
507.0,35,3,4,5,1,0,1,3,1,2
508.0,32,4,4,3,0,1,3,3,0,2
509.0,35,4,4,5,1,0,1,3,0,2
510.0,29,4,4,2,1,1,1,4,0,2
511.0,23,3,3,2,1,0,3,4,0,2
512.0,35,4,4,2,1,0,1,4,0,2
516.0,36,4,4,4,0,1,2,4,0,2
517.0,33,4,4,3,1,1,3,4,0,2
518.0,33,3,4,5,0,1,3,3,0,2
519.0,43,2,4,13,1,1,2,3,0,2
521.0,38,4,4,5,1,1,1,3,0,2
522.0,25,3,1,4,1,1,3,1,0,2
523.0,26,3,3,2,1,1,3,2,0,2
524.0,24,4,4,1,1,1,3,4,0,2
525.0,22,3,4,1,1,1,4,4,0,2
526.0,33,2,3,5,1,0,2,1,0,2
528.0,29,4,4,2,1,0,1,3,0,2
531.0,45,3,3,8,1,1,2,3,0,2
533.0,43,3,4,2,1,0,2,4,0,2
534.0,44,4,4,7,1,1,3,2,0,2
535.0,24,2,4,2,1,1,3,3,0,2
536.0,28,4,4,2,1,0,1,3,0,2
537.0,34,4,4,5,1,1,3,4,0,2
538.0,31,3,4,4,1,1,1,3,0,2
539.0,27,4,4,3,1,1,1,4,0,2
541.0,26,4,4,1,1,0,1,3,0,2
543.0,35,4,4,4,0,1,3,3,0,2
545.0,44,4,4,7,1,1,2,4,0,2
546.0,25,4,4,1,1,1,1,4,0,2
547.0,25,4,4,2,0,1,1,3,0,2
549.0,41,3,4,5,1,1,1,3,0,2
550.0,24,4,4,1,1,0,1,4,0,2
551.0,33,4,4,3,1,1,3,3,0,2
553.0,47,4,4,4,1,0,1,4,0,2
555.0,21,2,2,1,1,1,3,2,0,2
556.0,32,3,3,6,1,0,3,3,0,2
557.0,30,3,4,2,1,1,1,4,0,2
559.0,29,4,3,4,1,0,3,2,0,2
560.0,38,4,4,3,1,0,1,4,0,2
562.0,41,3,3,5,1,1,1,4,0,2
563.0,43,3,4,5,1,1,3,2,1,2
564.0,47,1,1,10,1,1,3,3,0,2
565.0,22,4,4,1,1,1,1,3,0,2
567.0,34,3,4,2,0,1,2,3,0,2
568.0,42,3,3,4,1,1,2,4,0,2
569.0,39,4,4,3,0,0,1,4,0,2
570.0,36,4,4,3,0,1,2,4,0,2
572.0,36,3,4,4,0,0,2,4,0,2
574.0,41,4,4,4,0,0,2,4,0,2
577.0,43,4,4,3,0,1,1,4,0,2
578.0,35,4,4,3,1,1,2,3,0,2
579.0,24,4,4,2,1,0,1,3,0,2
580.0,43,4,4,6,1,1,1,4,0,2
582.0,28,4,4,2,1,1,1,3,0,2
583.0,24,4,4,1,1,1,1,4,0,2
584.0,42,4,4,3,1,0,1,4,0,2
586.0,24,4,4,1,1,1,1,4,0,2
587.0,33,4,3,5,1,1,2,4,0,2
588.0,29,4,4,2,1,1,3,4,0,2
591.0,35,3,4,3,1,1,2,2,0,2
592.0,32,3,4,5,1,1,1,2,0,2
593.0,27,4,4,2,1,0,1,3,0,2
594.0,44,4,4,4,1,1,1,4,0,2
595.0,42,4,4,5,1,1,1,4,0,2
596.0,40,4,4,6,1,1,1,3,0,2
600.0,31,4,2,2,0,1,1,3,0,2
601.0,37,4,4,3,0,1,3,4,0,2
602.0,45,4,4,3,0,1,2,4,0,2
603.0,26,4,4,2,0,1,1,4,0,2
604.0,40,3,4,2,0,1,3,4,0,2
